SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:02:54;
PERÍODO DE: 01/06/2022 A 30/06/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;64476736,50;105045632,76;-96948503,86;72573865,40;
1.01;ATIVO CIRCULANTE;57293565,33;63439567,98;-55480998,86;65252134,45;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2719073,07;21722668,70;-22300578,37;2141163,40;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;26638,82;507337,77;-519989,79;13986,80;
910046;CAIXA FILIAL (CRISTALINA);2757,68;3777,90;-6110,90;424,68;
906982;CAIXA FILIAL (FORMOSA);14699,89;15610,97;-26075,83;4235,03;
86;CAIXA MATRIZ (UNAI);9181,25;487948,90;-487803,06;9327,09;
1.01.01.02;BANCOS;1010656,53;14962009,75;-14952110,65;1020555,63;
902735;BANCO BRADESCO C/C 37277-3 - BSB;486,64;0;-117,20;369,44;
902725;BANCO BRADESCO S/A 7777-1;8242,30;58000,00;-64010,83;2231,47;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);217000,39;1115412,47;-1076048,60;256364,26;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;13784181,69;-13782229,96;1951,73;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;60075,24;0;-160,40;59914,84;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;209151,55;929,59;-19554,30;190526,84;
902732;SICOOB CREDIUNAI;335967,57;3486,00;-9989,36;329464,21;
1.01.01.04;APLICACOES FINANCEIRAS;1639303,23;5445821,18;-6020977,93;1064146,48;
911836;APLICACOES BANCO BRASIL RENDE FACIL;834108,44;5408427,31;-4973676,40;1268859,35;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;805194,79;37393,87;-1047301,53;-204712,87;
1.01.01.07;CREDITOS DE CLIENTES;42474,49;807500,00;-807500,00;42474,49;
902748;CARTAO DE DEBITO/CREDITO;-11181,73;807500,00;-807500,00;-11181,73;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;31674626,78;11045790,05;-10003564,28;32716852,55;
1.01.02.01;CLIENTES;25734985,62;11037061,51;-10002957,39;26769089,74;
1.01.02.02;CREDITOS;5262264,22;8389,72;-268,07;5270385,87;
904857;CHEQUES A RECEBER;5177528,23;0;0;5177528,23;
904647;DEVOLUCOES DE COMPRAS;84735,99;8389,72;-268,07;92857,64;
1.01.02.06;ADIANTAMENTOS;0;338,82;-338,82;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;338,82;-338,82;0;
902782;SALARIO FAMILIA;0;338,82;-338,82;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;21842604,20;29146653,55;-21820858,34;29168399,41;
1.01.03.01;ESTOQUES MASSEY;13741088,56;23518728,28;-15221232,11;22038584,73;
905208;COLHEITADEIRAS;0;2962320,15;-1462320,15;1500000,00;
909493;LUBRIFICANTES AGCO;872898,81;92874,41;-278849,60;686923,62;
905223;MASSEY SHOP;131866,01;21092,57;-24751,03;128207,55;
905210;PEÇAS;5969379,10;721681,40;-642640,61;6048419,89;
905234;PLANTADEIRAS;292001,21;3845225,59;-2395223,97;1742002,83;
905209;PULVERIZADORES;2892651,66;4932760,83;-4846909,07;2978503,42;
905207;TRATORES NOVOS;3582291,77;10942773,33;-5570537,68;8954527,42;
1.01.03.02;ESTOQUE DE USADOS;110000,00;500013,98;-13,98;610000,00;
905213;MAQUINAS;110000,00;500000,00;0;610000,00;
909490;PEÇAS;0;13,98;-13,98;0;
1.01.03.03;ESTOQUE OUTRAS MARCAS;7860355,13;5073487,40;-6595712,58;6338129,95;
905212;IMPLEMENTOS;4700886,81;4721874,81;-6251335,43;3171426,19;
905216;LUBRIFICANTES;300450,54;21598,15;-33688,17;288360,52;
905211;PEÇAS;2859017,78;330014,44;-310688,98;2878343,24;
1.01.03.04;OUTROS ESTOQUES;131160,51;54423,89;-3899,67;181684,73;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;131160,51;54423,89;-3899,67;181684,73;
1.01.04;ADIANTAMENTOS;400322,88;168527,29;-156228,13;412622,04;
1.01.04.01;ADIANTAMENTOS;400322,88;168527,29;-156228,13;412622,04;
902047;ADIANTAMENTO DE FORNECEDORES;388740,74;158390,22;-146986,17;400144,79;
902778;ADIANTAMENTO DE SALARIO;11582,14;10137,07;-9241,96;12477,25;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;640636,21;1355928,39;-1199769,74;796794,86;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;640636,21;1355928,39;-1199769,74;796794,86;
902772;COFINS A RECUPERAR;0;45733,38;-45733,38;0;
905734;COFINS RETIDO NA FONTE;4522,37;61,85;0;4584,22;
902770;CSRF RETIDO NA FONTE;2921,12;20,61;0;2941,73;
902765;ICMS A RECUPERAR;594973,28;1296959,21;-1144107,39;747825,10;
902768;IRRF A RECUPERAR;24304,17;900,92;0;25205,09;
905447;IRRF S/ APLICACOES FINANCEIRAS;11416,80;2310,05;0;13726,85;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;9928,97;-9928,97;0;
905733;PIS RETIDO NA FONTE;980,26;13,40;0;993,66;
1.01.07;OUTROS CREDITOS;16302,19;0;0;16302,19;
1.01.07.01;OUTROS CREDITOS;16302,19;0;0;16302,19;
902790;CONSORCIO;16302,19;0;0;16302,19;
1.02;NAO CIRCULANTE;7183171,17;138559,78;0;7321730,95;
1.02.01;REALIZAVEL A LONGO PRAZO;268259,80;0;0;268259,80;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;268259,80;0;0;268259,80;
906094;BRASILPREV;120000,00;0;0;120000,00;
904246;COTAS DE CAPITAL SICOOB;148259,80;0;0;148259,80;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;9080682,70;138559,78;0;9219242,48;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;9080682,70;138559,78;0;9219242,48;
903016;BENFEITORIAS EM BENS DE TERCEIROS - BSB;567110,28;0;0;567110,28;
905259;COMPUTADORES E PERIFERICOS;407154,14;0;0;407154,14;
902811;FERRAMENTAS;1770350,46;0;0;1770350,46;
902989;MAQUINAS E EQUIPAMENTOS;1136508,24;138559,78;0;1275068,02;
902945;MOVEIS E UTENSILIOS;605139,05;0;0;605139,05;
902869;VEICULOS;4594420,53;0;0;4594420,53;
1.02.08;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
1.02.08.01;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
902812;(-) DEPR. ACUMULADA - BENFEITORIAS TERC - MTZ;-481608,11;0;0;-481608,11;
905260;(-) DEPR. ACUMULADA COMPUTADORES E PERIF.;-164846,47;0;0;-164846,47;
902928;(-) DEPR. ACUMULADA  MOVEIS E UTENSILIOS;-102364,03;0;0;-102364,03;
902829;(-) DEPR. ACUMULADA VEICULOS;-1371455,79;0;0;-1371455,79;
902988;(-) DEPR. ACUMUMULADA MAQUINAS E EQUIPAMENTOS;-154485,74;0;0;-154485,74;
1.02.10;CUSTOS DE AQUISICOES DE INTANGIVEL;108988,81;0;0;108988,81;
1.02.10.01;CUSTOS DE AQUISICOES DE INTANGIVEIL;108988,81;0;0;108988,81;
903014;SOFTWARE ADQUIRIDOS;108988,81;0;0;108988,81;
1.80;CONTAS TEMPORARIAS;0;41467505,00;-41467505,00;0;
1.80.01;CONTAS TEMPORARIAS;0;41467505,00;-41467505,00;0;
15003;COMPRAS DISTRIBUIR;0;14925327,77;-14925327,77;0;
900130;DEVOLUCAO COMPRAS DISTRIBUIR;0;8389,72;-8389,72;0;
900131;DEVOLUCAO VENDAS DISTRIBUIR;0;1495378,89;-1495378,89;0;
901974;FRETES A DISTRIBUIR;0;25116,92;-25116,92;0;
903383;TRANSFERENCIA ENTRE FILIAIS A DISTRIBUIR;0;14244338,10;-14244338,10;0;
15005;VENDAS DISTRIBUIR;0;10768953,60;-10768953,60;0;
2;PASSIVO;65617459,23;43138236,71;-50094642,88;72573865,40;
2.01;PASSIVO CIRCULANTE;45321023,38;16535997,18;-25382871,85;54167898,05;
2.01.01;FORNECEDORES;19332930,99;7796161,59;-16198450,27;27735219,67;
2.01.01.01;FORNECEDORES;19332930,99;7796161,59;-16198450,27;27735219,67;
2.01.02;OBRIGACOES FISCAIS A RECOLHER;156687,38;1276128,73;-1343757,43;224316,08;
2.01.02.01;IMPOSTOS E CONTRIBUICOES A  RECOLHER;156687,38;1276128,73;-1343757,43;224316,08;
903031;COFINS A RECOLHER;17251,79;62985,28;-92048,37;46314,88;
905357;CSRF A RECOLHER;74,57;74,57;-152,81;152,81;
