SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:42:00;
PERÍODO DE: 01/06/2021 A 30/06/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;36235076,35;59132326,21;-57902879,20;37464523,36;
1.01;ATIVO CIRCULANTE;30149015,25;37935987,31;-36737078,53;31347924,03;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;3204515,35;15987529,21;-17850298,32;1341746,24;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;14722,32;353814,30;-355328,01;13208,61;
129;CAIXA FILIAL (BRASILIA);1249,35;0;0;1249,35;
910046;CAIXA FILIAL (CRISTALINA);100,00;0;0;100,00;
906982;CAIXA FILIAL (FORMOSA);5472,09;149521,36;-152152,37;2841,08;
86;CAIXA MATRIZ (UNAI);7900,88;204292,94;-203175,64;9018,18;
1.01.01.02;BANCOS;1274638,97;12368264,89;-13394798,32;248105,54;
902735;BANCO BRADESCO C/C 37277-3 - BSB;185,75;54738,82;-54408,37;516,20;
902725;BANCO BRADESCO S/A 7777-1;1817,64;2000,00;-2691,60;1126,04;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);3404,14;1095481,31;-1095377,94;3507,51;
902731;BANCO BRADESCO S/A C/C 242.216-6;91164,53;0;0;91164,53;
1522;BANCO DO BRASIL S/A 4699-X;0;10011433,65;-10011433,65;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;3341,02;340000,00;-303168,98;40172,04;
905393;BANCO SANTANDER CONTA 13 002899-2;219,50;0;0;219,50;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;6115,19;168956,53;-164170,12;10901,60;
902732;SICOOB CREDIUNAI;1168391,20;695654,58;-1763547,66;100498,12;
1.01.01.04;APLICACOES FINANCEIRAS;1820496,02;2718557,69;-3535457,87;1003595,84;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;994291,88;2560557,34;-2595824,54;959024,68;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
