SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 19/09/2025 HORA: 10:08:44;
PERÍODO DE: 01/04/2025 A 30/04/2025;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;160524279,61;99461959,90;-97224429,76;162761809,75;
1.01;ATIVO CIRCULANTE;116400394,69;69334445,77;-67114535,28;118620305,18;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;758262,04;39732463,72;-32648725,31;7842000,45;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;26327,64;268231,62;-279926,26;14633,00;
129;CAIXA FILIAL (BRASILIA);1421,37;35812,37;-34726,18;2507,56;
910046;CAIXA FILIAL (CRISTALINA);4806,34;10288,13;-12660,16;2434,31;
906982;CAIXA FILIAL (FORMOSA);2149,45;152973,44;-153353,76;1769,13;
86;CAIXA MATRIZ (UNAI);17950,48;69157,68;-79186,16;7922,00;
1.01.01.02;BANCOS;64396,52;28498443,86;-28478504,85;84335,53;
902735;BANCO BRADESCO C/C 37277-3 - BSB;554,86;0,24;-171,70;383,40;
902725;BANCO BRADESCO S/A 7777-1;1968,16;46100,07;-46265,54;1802,69;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2190455,87;-2190455,87;0;
1522;BANCO DO BRASIL S/A 4699-X;0;24792297,82;-24792297,82;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;1,00;547,67;-547,67;1,00;
905393;BANCO SANTANDER CONTA 13 002899-2;0;16,00;-16,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;8547,79;142000,00;-141887,26;8660,53;
902732;SICOOB CREDIUNAI;53324,71;1327026,19;-1306862,99;73487,91;
1.01.01.04;APLICACOES FINANCEIRAS;667537,88;9439757,04;-2364263,00;7743031,92;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;0;0,08;-0,08;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;525911,96;8332760,13;-1276479,09;7582193,00;
911157;APLICACOES BANCO ITAU;195,22;299,05;-247,67;246,60;
905396;APLICACOES BANCO SANTANDER CONTAMAX;124,87;0,01;-16,00;108,88;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;0;0,31;-0,31;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;141305,83;1106697,46;-1087519,85;160483,44;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;1526031,20;-1526031,20;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;1526031,20;-1526031,20;0;
1.01.02;CREDITOS - EXCLUIR;47400022,59;14628833,68;-21855549,17;40173307,10;
1.01.02.01;CLIENTES;47278058,31;14159389,87;-21433453,28;40003994,90;
1.01.02.02;CREDITOS;121964,28;464860,93;-417513,01;169312,20;
903091;(-) CHEQUES A COMPENSAR;-304014,60;328652,47;0;24637,87;
904857;CHEQUES A RECEBER;304014,60;0;-328652,47;-24637,87;
904647;DEVOLUCOES DE COMPRAS;121964,28;136208,46;-88860,54;169312,20;
1.01.02.06;ADIANTAMENTOS;0;4582,88;-4582,88;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;4582,88;-4582,88;0;
902782;SALARIO FAMILIA;0;325,00;-325,00;0;
902783;SALARIO MATERNIDADE;0;4257,88;-4257,88;0;
1.01.03;ESTOQUES;66232933,03;13905894,04;-11553417,94;68585409,13;
1.01.03.01;ESTOQUES MASSEY;48878597,89;11790253,84;-10165571,55;50503280,18;
905208;COLHEITADEIRAS;6963204,04;4079575,14;-4079575,14;6963204,04;
909493;LUBRIFICANTES AGCO;464966,75;126399,40;-111144,89;480221,26;
905223;MASSEY SHOP;74981,70;22100,21;-2996,92;94084,99;
905210;PEÇAS;9262124,74;860612,77;-843357,78;9279379,73;
905234;PLANTADEIRAS;12103520,45;0;0;12103520,45;
913935;PLATAFORMAS;1855282,78;1147344,24;-885197,70;2117429,32;
905209;PULVERIZADORES;6931767,64;0;0;6931767,64;
905207;TRATORES NOVOS;11222749,79;5554222,08;-4243299,12;12533672,75;
1.01.03.02;ESTOQUE DE USADOS;10926073,68;803345,51;-20012,19;11709407,00;
905213;MAQUINAS;10926073,68;803345,51;-20012,19;11709407,00;
1.01.03.03;ESTOQUE OUTRAS MARCAS;6279070,46;1174508,41;-1337049,92;6116528,95;
905212;IMPLEMENTOS;2980228,17;746726,80;-1029244,18;2697710,79;
905216;LUBRIFICANTES;145561,29;69001,20;-11238,58;203323,91;
905211;PEÇAS;2993500,38;326080,09;-235467,67;3084112,80;
905219;PNEUS;159780,62;32700,32;-61099,49;131381,45;
1.01.03.04;OUTROS ESTOQUES;149191,00;137786,28;-30784,28;256193,00;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;149191,00;137786,28;-30784,28;256193,00;
1.01.04;ADIANTAMENTOS;456833,75;75510,33;-226606,68;305737,40;
1.01.04.01;ADIANTAMENTOS;456833,75;75510,33;-226606,68;305737,40;
902047;ADIANTAMENTO DE FORNECEDORES;444975,26;73609,31;-224156,17;294428,40;
902778;ADIANTAMENTO DE SALARIO;12809,00;0;-1500,00;11309,00;
915827;EMPRESTIMOS A FUNCIONARIO;-950,51;1901,02;-950,51;0;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1461544,88;983457,06;-827825,50;1617176,44;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1461544,88;983457,06;-827825,50;1617176,44;
915077;COFINS A COMPENSAR;0;14000,00;0;14000,00;
902772;COFINS A RECUPERAR;0;69095,58;-69095,58;0;
913317;COFINS CREDITO LEI 10.833/2003;0;5357,94;-5357,94;0;
902770;CSRF RETIDO NA FONTE;256,85;0;0;256,85;
902765;ICMS A RECUPERAR;1452960,52;875275,45;-737213,79;1591022,18;
902768;IRRF A RECUPERAR;684,47;33,66;0;718,13;
905447;IRRF S/ APLICACOES FINANCEIRAS;7643,04;502,91;0;8145,95;
915076;PIS A COMPENSAR;0;3033,33;0;3033,33;
902771;PIS A RECUPERAR;0;14994,95;-14994,95;0;
913316;PIS CREDITO LEI 10.637/2002;0;1163,24;-1163,24;0;
1.01.07;OUTROS CREDITOS;90798,40;8286,94;-2410,68;96674,66;
1.01.07.01;OUTROS CREDITOS;90798,40;8286,94;-2410,68;96674,66;
902790;CONSORCIO;87593,30;8081,63;-2410,68;93264,25;
913848;FUNDO DE RESERVA;3205,10;205,31;0;3410,41;
1.02;NAO CIRCULANTE;44123884,92;40000,00;-22380,35;44141504,57;
1.02.01;REALIZAVEL A LONGO PRAZO;509916,01;0;0;509916,01;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;509916,01;0;0;509916,01;
915340;APLICACOES BANCO DE DESENVOLVIMENTO DE MG (BDMG);250000,00;0;0;250000,00;
