SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:16:16;
PERÍODO DE: 01/12/2023 A 31/12/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;168032547,19;952093983,31;-954988661,03;165137869,47;
1.01;ATIVO CIRCULANTE;124934698,14;861895612,28;-865280384,88;121549925,54;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1858815,54;624717201,01;-623111891,46;3464125,09;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;6290,62;784815,46;-785607,13;5498,95;
129;CAIXA FILIAL (BRASILIA);2115,52;32041,68;-33034,18;1123,02;
910046;CAIXA FILIAL (CRISTALINA);197,83;61542,32;-61587,60;152,55;
906982;CAIXA FILIAL (FORMOSA);1541,44;88726,78;-88205,77;2062,45;
86;CAIXA MATRIZ (UNAI);2435,83;602504,68;-602779,58;2160,93;
1.01.01.02;BANCOS;89631,60;183255666,22;-182890204,38;455093,44;
902735;BANCO BRADESCO C/C 37277-3 - BSB;238,35;34016828,39;-34016970,29;96,45;
902725;BANCO BRADESCO S/A 7777-1;64043,28;23156,36;-85925,15;1274,49;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2843940,35;-2414712,59;429227,76;
1522;BANCO DO BRASIL S/A 4699-X;0;146203120,51;-146203120,51;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;81,69;120,00;-173,01;28,68;
905393;BANCO SANTANDER CONTA 13 002899-2;15,00;566,00;-581,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;3534,55;145000,00;-141699,94;6834,61;
902732;SICOOB CREDIUNAI;21718,73;22934,61;-27021,89;17631,45;
1.01.01.03;BANCO FILIAL BA;0;4902,32;-4902,32;0;
903442;BANCO BRADESCO S/A 24520-8;0;4902,32;-4902,32;0;
1.01.01.04;APLICACOES FINANCEIRAS;1762893,32;8407924,00;-7167284,62;3003532,70;
911836;APLICACOES BANCO BRASIL RENDE FACIL;523758,34;7419302,67;-5731447,25;2211613,76;
905396;APLICACOES BANCO SANTANDER CONTAMAX;67,60;115,01;-166,00;16,61;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;1239067,38;988506,32;-1435671,37;791902,33;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;430137179,63;-430137179,63;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;430137179,63;-430137179,63;0;
1.01.01.07;CREDITOS DE CLIENTES;0;2126713,38;-2126713,38;0;
902748;CARTAO DE DEBITO/CREDITO;0;2102643,38;-2102643,38;0;
902747;CHEQUES A RECEBER;0;24070,00;-24070,00;0;
1.01.02;CREDITOS - EXCLUIR;45117764,62;187192736,32;-190741197,02;41569303,92;
1.01.02.01;CLIENTES;42678719,97;187180229,55;-188530226,82;41328722,70;
1.01.02.02;CREDITOS;1761667,71;10217,90;-1531304,39;240581,22;
904857;CHEQUES A RECEBER;1515000,00;0,01;-1515000,01;0;
904647;DEVOLUCOES DE COMPRAS;246667,71;10217,89;-16304,38;240581,22;
1.01.02.06;ADIANTAMENTOS;0;2288,87;-2288,87;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;2288,87;-2288,87;0;
902782;SALARIO FAMILIA;0;119,64;-119,64;0;
902783;SALARIO MATERNIDADE;0;2169,23;-2169,23;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;-677376,94;0;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;-677376,94;0;
902785;CONTAS A RECEBER;677376,94;0;-677376,94;0;
1.01.03;ESTOQUES;75251676,10;47413248,79;-49168687,61;73496237,28;
1.01.03.01;ESTOQUES MASSEY;58778632,92;41957120,13;-41195654,62;59540098,43;
905208;COLHEITADEIRAS;10512974,13;13116656,13;-12540453,69;11089176,57;
909493;LUBRIFICANTES AGCO;1173478,82;304857,47;-146138,58;1332197,71;
905223;MASSEY SHOP;185082,93;1176,56;-14929,90;171329,59;
905210;PEÇAS;7712187,94;2198095,49;-1025789,21;8884494,22;
905234;PLANTADEIRAS;8954293,21;5950307,59;-6119615,56;8784985,24;
913935;PLATAFORMAS;0;833822,19;0;833822,19;
905209;PULVERIZADORES;5972575,44;3680410,81;-4119099,01;5533887,24;
905207;TRATORES NOVOS;24268040,45;15871793,89;-17229628,67;22910205,67;
1.01.03.02;ESTOQUE DE USADOS;4805362,87;2796490,00;-1180000,00;6421852,87;
905214;COLHEITADEIRAS;149625,00;0;0;149625,00;
905213;MAQUINAS;4655737,87;2796490,00;-1180000,00;6272227,87;
1.01.03.03;ESTOQUE OUTRAS MARCAS;11673660,51;2628318,37;-6761712,70;7540266,18;
905212;IMPLEMENTOS;8037011,04;2221441,02;-6371387,00;3887065,06;
905216;LUBRIFICANTES;399827,53;21614,36;-41009,77;380432,12;
905211;PEÇAS;3048796,45;370351,11;-341071,73;3078075,83;
905219;PNEUS;188025,49;14911,88;-8244,20;194693,17;
1.01.03.04;OUTROS ESTOQUES;-5980,20;31320,29;-31320,29;-5980,20;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;133902,13;31320,29;-31320,29;133902,13;
