SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:15:11;
PERÍODO DE: 01/11/2023 A 30/11/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;175596038,14;152224808,32;-159788299,27;168032547,19;
1.01;ATIVO CIRCULANTE;134601156,07;97926965,81;-107593423,74;124934698,14;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1326646,97;46067812,63;-45535644,06;1858815,54;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;10371,08;268242,76;-272323,22;6290,62;
129;CAIXA FILIAL (BRASILIA);2465,32;16387,71;-16737,51;2115,52;
910046;CAIXA FILIAL (CRISTALINA);1656,90;27021,10;-28480,17;197,83;
906982;CAIXA FILIAL (FORMOSA);1563,34;163632,84;-163654,74;1541,44;
86;CAIXA MATRIZ (UNAI);4685,52;61201,11;-63450,80;2435,83;
1.01.01.02;BANCOS;262140,64;26890257,84;-27062766,88;89631,60;
902735;BANCO BRADESCO C/C 37277-3 - BSB;364,85;0;-126,50;238,35;
902725;BANCO BRADESCO S/A 7777-1;1458,49;148701,66;-86116,87;64043,28;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);23048,08;2918512,31;-2941560,39;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;-179719,58;0;
1522;BANCO DO BRASIL S/A 4699-X;27532,30;23652767,56;-23680299,86;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;12,84;250,00;-181,15;81,69;
905393;BANCO SANTANDER CONTA 13 002899-2;31,00;0;-16,00;15,00;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;3259,19;142000,00;-141724,64;3534,55;
902732;SICOOB CREDIUNAI;26714,31;28026,31;-33021,89;21718,73;
1.01.01.04;APLICACOES FINANCEIRAS;1000479,03;9198050,21;-8435635,92;1762893,32;
911836;APLICACOES BANCO BRASIL RENDE FACIL;945256,71;7133627,79;-7555126,16;523758,34;
905396;APLICACOES BANCO SANTANDER CONTAMAX;67,33;0,27;0;67,60;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;55154,99;2064422,15;-880509,76;1239067,38;
