SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:13:37;
PERÍODO DE: 01/09/2023 A 30/09/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;172220851,69;205181628,97;-195308409,98;182094070,68;
1.01;ATIVO CIRCULANTE;131260798,14;121065669,64;-111220308,55;141106159,23;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;3153251,58;32894898,32;-34909633,85;1138516,05;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;7803,61;394419,04;-388902,96;13319,69;
129;CAIXA FILIAL (BRASILIA);1054,22;28971,10;-25800,10;4225,22;
910046;CAIXA FILIAL (CRISTALINA);1055,70;45060,13;-44182,73;1933,10;
906982;CAIXA FILIAL (FORMOSA);1944,25;107102,22;-108339,04;707,43;
86;CAIXA MATRIZ (UNAI);3749,44;213285,59;-210581,09;6453,94;
1.01.01.02;BANCOS;670745,30;20432979,95;-20405043,02;698682,23;
902735;BANCO BRADESCO C/C 37277-3 - BSB;617,84;0,01;-126,50;491,35;
902725;BANCO BRADESCO S/A 7777-1;2,25;77251,96;-76623,71;630,50;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;3037946,66;-2554790,44;483156,22;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;17207652,76;-17207652,76;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;490012,57;0,55;-490052,40;-39,28;
905393;BANCO SANTANDER CONTA 13 002899-2;63,00;0;-16,00;47,00;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;6,19;58000,01;-57198,75;807,45;
902732;SICOOB CREDIUNAI;323,87;52128,00;-18582,46;33869,41;
1.01.01.04;APLICACOES FINANCEIRAS;2421046,45;5227208,69;-7275397,23;372857,91;
911836;APLICACOES BANCO BRASIL RENDE FACIL;931818,96;4592319,83;-5345172,72;178966,07;
905396;APLICACOES BANCO SANTANDER CONTAMAX;67,31;0;0;67,31;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;1489160,18;634888,86;-1930224,51;193824,53;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;6840290,64;-6840290,64;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;6840290,64;-6840290,64;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;52221473,52;36628393,81;-21413844,35;67436022,98;
1.01.02.01;CLIENTES;49657283,08;36601109,79;-21403189,38;64855203,49;
1.01.02.02;CREDITOS;1886813,50;20435,02;-7943,55;1899304,97;
904857;CHEQUES A RECEBER;1604738,23;0;0;1604738,23;
904647;DEVOLUCOES DE COMPRAS;282075,27;20435,02;-7943,55;294566,74;
1.01.02.04;IMPOSTOS E CONTRIBUICOES A RECUPERAR - EXCLUIR;0;4137,58;0;4137,58;
913428;PIS PGTO A MAIOR A COMPENSAR;0;4137,58;0;4137,58;
1.01.02.06;ADIANTAMENTOS;0;2711,42;-2711,42;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;2711,42;-2711,42;0;
902782;SALARIO FAMILIA;0;159,52;-159,52;0;
902783;SALARIO MATERNIDADE;0;2551,90;-2551,90;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
