SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 19/09/2025 HORA: 10:10:32;
PERÍODO DE: 01/07/2025 A 31/07/2025;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;150514436,95;56127822,86;-62133551,31;144508708,50;
1.01;ATIVO CIRCULANTE;106416959,75;40391289,96;-46380588,06;100427661,65;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;173819,66;24394972,26;-23308218,58;1260573,34;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;8937,84;290426,84;-290204,11;9160,57;
129;CAIXA FILIAL (BRASILIA);4991,81;39676,82;-41842,43;2826,20;
910046;CAIXA FILIAL (CRISTALINA);382,35;51909,64;-51779,64;512,35;
906982;CAIXA FILIAL (FORMOSA);771,10;117654,05;-117487,10;938,05;
86;CAIXA MATRIZ (UNAI);2792,58;81186,33;-79094,94;4883,97;
1.01.01.02;BANCOS;15240,88;17289399,70;-17272900,95;31739,63;
902735;BANCO BRADESCO C/C 37277-3 - BSB;35,36;200,10;-177,05;58,41;
902725;BANCO BRADESCO S/A 7777-1;2251,89;31274,83;-30827,71;2699,01;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);4104,28;19532,60;-21491,78;2145,10;
1522;BANCO DO BRASIL S/A 4699-X;0;16705835,46;-16705835,46;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;1,00;251,48;-251,48;1,00;
905393;BANCO SANTANDER CONTA 13 002899-2;0;376,91;-376,91;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;8055,13;142000,00;-142277,55;7777,58;
902732;SICOOB CREDIUNAI;793,22;389928,32;-371663,01;19058,53;
1.01.01.04;APLICACOES FINANCEIRAS;149640,94;6060768,42;-4990736,22;1219673,14;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;0;0,41;-0,41;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;136670,10;6038678,22;-4990407,30;1184941,02;
911157;APLICACOES BANCO ITAU;338,39;0,03;-251,48;86,94;
905396;APLICACOES BANCO SANTANDER CONTAMAX;76,91;300,00;-76,91;300,00;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;0;0,12;-0,12;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;12555,54;21789,64;0;34345,18;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;754377,30;-754377,30;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;754377,30;-754377,30;0;
1.01.02;CREDITOS - EXCLUIR;37218161,51;9063674,92;-11911559,03;34370277,40;
1.01.02.01;CLIENTES;37154287,75;9050001,68;-11898873,30;34305416,13;
1.01.02.02;CREDITOS;63873,76;12079,92;-11092,41;64861,27;
904647;DEVOLUCOES DE COMPRAS;63873,76;12079,92;-11092,41;64861,27;
1.01.02.06;ADIANTAMENTOS;0;1593,32;-1593,32;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;1593,32;-1593,32;0;
902782;SALARIO FAMILIA;0;82,33;-82,33;0;
902783;SALARIO MATERNIDADE;0;1510,99;-1510,99;0;
1.01.03;ESTOQUES;67070822,51;5989534,95;-10559547,22;62500810,24;
1.01.03.01;ESTOQUES MASSEY;44301092,81;4416786,78;-6443507,07;42274372,52;
905208;COLHEITADEIRAS;4836777,84;0;0;4836777,84;
909493;LUBRIFICANTES AGCO;452366,47;178515,06;-172775,94;458105,59;
905223;MASSEY SHOP;114122,91;209,02;-9154,21;105177,72;
905210;PEÇAS;9178828,48;994535,26;-1175918,50;8997445,24;
905234;PLANTADEIRAS;8475279,96;0;0;8475279,96;
913935;PLATAFORMAS;1948681,07;0;-168748,25;1779932,82;
905209;PULVERIZADORES;6931767,64;2709801,26;-3824211,16;5817357,74;
905207;TRATORES NOVOS;12363268,44;533726,18;-1092699,01;11804295,61;
1.01.03.02;ESTOQUE DE USADOS;16495907,00;1073803,00;-3532469,32;14037240,68;
905213;MAQUINAS;16495907,00;1073803,00;-3532469,32;14037240,68;
1.01.03.03;ESTOQUE OUTRAS MARCAS;6163572,70;498945,17;-583570,83;6078947,04;
905212;IMPLEMENTOS;2940409,52;141069,54;-141069,54;2940409,52;
905216;LUBRIFICANTES;188303,61;12695,80;-96808,58;104190,83;
905211;PEÇAS;2916321,19;333818,80;-336001,93;2914138,06;
905219;PNEUS;118538,38;11361,03;-9690,78;120208,63;
1.01.03.04;OUTROS ESTOQUES;110250,00;0;0;110250,00;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;110250,00;0;0;110250,00;
1.01.04;ADIANTAMENTOS;278767,63;566893,41;-291629,04;554032,00;
1.01.04.01;ADIANTAMENTOS;278767,63;566893,41;-291629,04;554032,00;
902047;ADIANTAMENTO DE FORNECEDORES;269292,83;565937,90;-288303,73;546927,00;
902778;ADIANTAMENTO DE SALARIO;9474,80;5,00;-2374,80;7105,00;
915827;EMPRESTIMOS A FUNCIONARIO;0;950,51;-950,51;0;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1568145,51;367560,63;-307116,16;1628589,98;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1568145,51;367560,63;-307116,16;1628589,98;
915077;COFINS A COMPENSAR;14000,00;0;-14000,00;0;
902772;COFINS A RECUPERAR;0;57869,57;-57869,57;0;
913317;COFINS CREDITO LEI 10.833/2003;0;7318,89;-7318,89;0;
905734;COFINS RETIDO NA FONTE;0;8,64;-8,64;0;
914450;CSLL PGTO A MAIOR A COMPENSAR;0;231,05;0;231,05;
902770;CSRF RETIDO NA FONTE;301,40;2,88;-231,05;73,23;
902765;ICMS A RECUPERAR;1540742,58;281404,82;-203798,38;1618349,02;
914449;IRPJ PGTO A MAIOR A COMPENSAR;0;6535,34;0;6535,34;
902768;IRRF A RECUPERAR;1158,83;0;-601,21;557,62;
905447;IRRF S/ APLICACOES FINANCEIRAS;8909,37;38,19;-6103,84;2843,72;
915076;PIS A COMPENSAR;3033,33;0;-3033,33;0;
902771;PIS A RECUPERAR;0;12560,41;-12560,41;0;
913316;PIS CREDITO LEI 10.637/2002;0;1588,97;-1588,97;0;
905733;PIS RETIDO NA FONTE;0;1,87;-1,87;0;
1.01.07;OUTROS CREDITOS;107242,93;8653,79;-2518,03;113378,69;
1.01.07.01;OUTROS CREDITOS;107242,93;8653,79;-2518,03;113378,69;
902790;CONSORCIO;103461,63;8439,35;-2518,03;109382,95;
913848;FUNDO DE RESERVA;3781,30;214,44;0;3995,74;
1.02;NAO CIRCULANTE;44097477,20;5400,00;-21830,35;44081046,85;
1.02.01;REALIZAVEL A LONGO PRAZO;509916,01;0;0;509916,01;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;509916,01;0;0;509916,01;
915340;APLICACOES BANCO DE DESENVOLVIMENTO DE MG (BDMG);250000,00;0;0;250000,00;
904246;COTAS DE CAPITAL SICOOB;169916,01;0;0;169916,01;
913060;TITULO DE CAPITALIZACAO CAIXA ECONOMICA FEDERAL;90000,00;0;0;90000,00;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;47823233,85;5400,00;0;47828633,85;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;47823233,85;5400,00;0;47828633,85;
913319;BENFEITORIAS EM BENS DE TERCEIROS - BSB;3842442,11;0;0;3842442,11;
913321;BENFEITORIAS EM BENS DE TERCEIROS - CRT;1648776,98;0;0;1648776,98;
913320;BENFEITORIAS EM BENS DE TERCEIROS - FSA;872012,42;0;0;872012,42;
913318;BENFEITORIAS EM BENS DE TERCEIROS - MTZ;4709280,54;0;0;4709280,54;
905259;COMPUTADORES E PERIFERICOS;608250,53;0;0;608250,53;
902989;MAQUINAS E EQUIPAMENTOS;2265823,91;0;0;2265823,91;
902945;MOVEIS E UTENSILIOS;1356680,93;5400,00;0;1362080,93;
902869;VEICULOS;32519966,43;0;0;32519966,43;
1.02.08;(-) DEPRECIACOES ACUMULADAS;-4814472,66;0;-21830,35;-4836303,01;
1.02.08.01;(-) DEPRECIACOES ACUMULADAS;-4814472,66;0;-21830,35;-4836303,01;
902812;(-) DEPR. ACUMULADA - BENFEITORIAS TERC - MTZ;-481608,11;0;0;-481608,11;
905260;(-) DEPR. ACUMULADA COMPUTADORES E PERIF.;-164846,47;0;0;-164846,47;
902928;(-) DEPR. ACUMULADA  MOVEIS E UTENSILIOS;-102364,03;0;0;-102364,03;
902829;(-) DEPR. ACUMULADA VEICULOS;-3890490,45;0;-18384,04;-3908874,49;
902988;(-) DEPR. ACUMUMULADA MAQUINAS E EQUIPAMENTOS;-175163,60;0;-3446,31;-178609,91;
1.02.10;CUSTOS DE AQUISICOES DE INTANGIVEL;578800,00;0;0;578800,00;
1.02.10.01;CUSTOS DE AQUISICOES DE INTANGIVEIL;578800,00;0;0;578800,00;
904905;CRIPTOMOEDAS;578800,00;0;0;578800,00;
1.80;CONTAS TEMPORARIAS;0;15731132,90;-15731132,90;0;
1.80.01;CONTAS TEMPORARIAS;0;15731132,90;-15731132,90;0;
15003;COMPRAS DISTRIBUIR;0;2250804,83;-2250804,83;0;
900130;DEVOLUCAO COMPRAS DISTRIBUIR;0;13261,09;-13261,09;0;
900131;DEVOLUCAO VENDAS DISTRIBUIR;0;619538,81;-619538,81;0;
901974;FRETES A DISTRIBUIR;0;32920,66;-32920,66;0;
903383;TRANSFERENCIA ENTRE FILIAIS A DISTRIBUIR;0;3618097,39;-3618097,39;0;
15005;VENDAS DISTRIBUIR;0;8798824,71;-8798824,71;0;
914783;VENDAS GARANTIA;0;397685,41;-397685,41;0;
2;PASSIVO;158384327,56;11603860,73;-6559081,94;153339548,77;
2.01;PASSIVO CIRCULANTE;130936838,22;11241185,42;-6559081,94;126254734,74;
2.01.01;FORNECEDORES;63609325,14;8125084,40;-2752763,44;58237004,18;
2.01.01.01;FORNECEDORES;63609325,14;8125084,40;-2752763,44;58237004,18;
2.01.02;OBRIGACOES FISCAIS A RECOLHER;607906,50;935981,29;-753093,79;425019,00;
2.01.02.01;IMPOSTOS E CONTRIBUICOES A  RECOLHER;607906,50;935981,29;-753093,79;425019,00;
903031;COFINS A RECOLHER;38133,53;117330,63;-126400,58;47203,48;
905357;CSRF A RECOLHER;1106,50;1188,42;-918,46;836,54;
907611;DIFAL A RECOLHER SAIDA;1993,34;8879,50;-7035,77;149,61;
905246;GNRE ST A RECOLHER;563,50;2964,57;-2852,65;451,58;
903026;ICMS A RECOLHER;530490,03;734288,41;-545355,68;341557,30;
908847;ICMS ST GR A RECOLHER;2212,18;20724,57;-19526,16;1013,77;
903027;IRRF A RECOLHER;15301,07;15313,85;-15227,15;15214,37;
903028;ISS A RECOLHER;9643,96;9643,96;-7853,12;7853,12;
906585;ISS RETIDO A RECOLHER;184,81;184,81;-497,36;497,36;
