SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:07:15;
PERÍODO DE: 01/12/2022 A 31/12/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;123135364,04;185871058,12;-144211870,02;164794552,14;
1.01;ATIVO CIRCULANTE;115318591,23;93718944,79;-83399835,80;125637700,22;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1296525,32;30734303,37;-29785323,38;2245505,31;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;5870,65;1673389,45;-1674024,67;5235,43;
129;CAIXA FILIAL (BRASILIA);515,00;6146,00;-4265,00;2396,00;
910046;CAIXA FILIAL (CRISTALINA);1109,49;51145,71;-51766,05;489,15;
906982;CAIXA FILIAL (FORMOSA);962,50;137648,90;-137835,91;775,49;
86;CAIXA MATRIZ (UNAI);3283,66;1478448,84;-1480157,71;1574,79;
1.01.01.02;BANCOS;210975,69;22238527,00;-22244797,14;204705,55;
902735;BANCO BRADESCO C/C 37277-3 - BSB;328,74;972000,00;-970121,90;2206,84;
902725;BANCO BRADESCO S/A 7777-1;4290,17;970000,00;-968484,06;5806,11;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);26000,10;709900,07;-735900,17;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;19570038,79;-19570038,79;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;194,72;0;-181,33;13,39;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;49,00;0;-49,00;0;
902732;SICOOB CREDIUNAI;380,12;16588,14;-21,89;16946,37;
1.01.01.04;APLICACOES FINANCEIRAS;1026022,76;6716286,92;-5760401,57;1981908,11;
911836;APLICACOES BANCO BRASIL RENDE FACIL;710627,89;6387680,01;-5350090,88;1748217,02;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;315394,87;328606,91;-410310,69;233691,09;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;105050,00;-105050,00;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;105050,00;-105050,00;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;1050,00;-1050,00;53656,22;
902748;CARTAO DE DEBITO/CREDITO;0;1050,00;-1050,00;0;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;28090575,29;24717098,52;-14456898,09;38350775,72;
1.01.02.01;CLIENTES;22120600,58;24576493,42;-14386946,92;32310147,08;
1.01.02.02;CREDITOS;5292597,77;135060,23;-64406,30;5363251,70;
904857;CHEQUES A RECEBER;5152028,23;0;0;5152028,23;
904647;DEVOLUCOES DE COMPRAS;140569,54;135060,23;-64406,30;211223,47;
1.01.02.06;ADIANTAMENTOS;0;5544,87;-5544,87;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;5544,87;-5544,87;0;
902782;SALARIO FAMILIA;0;271,42;-271,42;0;
902783;SALARIO MATERNIDADE;0;5273,45;-5273,45;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;49811860,26;35864220,61;-36676587,64;48999493,23;
1.01.03.01;ESTOQUES MASSEY;32569980,75;30269297,99;-28012834,69;34826444,05;
905208;COLHEITADEIRAS;4520021,91;6568583,59;-7880706,35;3207899,15;
909493;LUBRIFICANTES AGCO;871774,26;460875,26;-178794,45;1153855,07;
905223;MASSEY SHOP;212211,65;16844,24;-20841,63;208214,26;
905210;PEÇAS;7041583,21;1309903,16;-1276905,83;7074580,54;
905234;PLANTADEIRAS;6587630,91;2734471,16;-865497,65;8456604,42;
905209;PULVERIZADORES;2107968,45;0;0;2107968,45;
905207;TRATORES NOVOS;11228790,36;19178620,58;-17790088,78;12617322,16;
1.01.03.02;ESTOQUE DE USADOS;6357500,00;830000,00;-3230000,00;3957500,00;
905213;MAQUINAS;6337500,00;830000,00;-3210000,00;3957500,00;
909490;PEÇAS;20000,00;0;-20000,00;0;
1.01.03.03;ESTOQUE OUTRAS MARCAS;10722280,18;4764922,62;-5433752,95;10053449,85;
905212;IMPLEMENTOS;6960873,54;3917149,57;-4611141,54;6266881,57;
905216;LUBRIFICANTES;403099,17;113760,15;-42774,97;474084,35;
905211;PEÇAS;3295747,47;617538,80;-767360,41;3145925,86;
905219;PNEUS;62560,00;116474,10;-12476,03;166558,07;
1.01.03.04;OUTROS ESTOQUES;162099,33;0;0;162099,33;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;162099,33;0;0;162099,33;
1.01.04;ADIANTAMENTOS;34618508,02;378094,92;-496993,11;34499609,83;
1.01.04.01;ADIANTAMENTOS;34618508,02;378094,92;-496993,11;34499609,83;
902047;ADIANTAMENTO DE FORNECEDORES;34594710,40;363414,39;-491815,07;34466309,72;
902778;ADIANTAMENTO DE SALARIO;23797,62;14680,53;-5178,04;33300,11;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1449424,85;2025227,37;-1984033,58;1490618,64;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1449424,85;2025227,37;-1984033,58;1490618,64;
902772;COFINS A RECUPERAR;0;116918,85;-96535,83;20383,02;
905734;COFINS RETIDO NA FONTE;5111,80;89,78;0;5201,58;
902770;CSRF RETIDO NA FONTE;3019,30;29,93;0;3049,23;
902765;ICMS A RECUPERAR;1393232,76;1882579,86;-1866538,83;1409273,79;
902768;IRRF A RECUPERAR;26658,89;44,89;0;26703,78;
905447;IRRF S/ APLICACOES FINANCEIRAS;18775,90;160,43;0;18936,33;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;25384,18;-20958,92;4425,26;
905733;PIS RETIDO NA FONTE;1107,99;19,45;0;1127,44;
