SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 19/09/2025 HORA: 10:07:09;
PERÍODO DE: 01/02/2025 A 28/02/2025;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;163388123,03;93686097,87;-92353751,54;164720469,36;
1.01;ATIVO CIRCULANTE;119237229,87;53192299,31;-51852866,34;120576662,84;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2375935,24;12731801,87;-14588972,64;518764,47;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;22947,51;257015,27;-272904,58;7058,20;
129;CAIXA FILIAL (BRASILIA);366,98;46818,00;-46572,10;612,88;
910046;CAIXA FILIAL (CRISTALINA);322,77;33688,13;-33096,85;914,05;
906982;CAIXA FILIAL (FORMOSA);5033,20;98337,15;-101882,65;1487,70;
86;CAIXA MATRIZ (UNAI);17224,56;78171,99;-91352,98;4043,57;
1.01.01.02;BANCOS;18203,60;10357386,99;-10361138,82;14451,77;
902735;BANCO BRADESCO C/C 37277-3 - BSB;897,98;0,11;-171,70;726,39;
902725;BANCO BRADESCO S/A 7777-1;1300,61;55433,69;-53775,45;2958,85;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2447945,52;-2446114,27;1831,25;
1522;BANCO DO BRASIL S/A 4699-X;0;7315734,84;-7315734,84;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;1,00;560,38;-560,38;1,00;
905393;BANCO SANTANDER CONTA 13 002899-2;0;181,00;-181,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;8358,81;142000,00;-141923,76;8435,05;
902732;SICOOB CREDIUNAI;7645,20;395531,45;-402677,42;499,23;
1.01.01.04;APLICACOES FINANCEIRAS;2334784,13;1937095,67;-3774625,30;497254,50;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;0;0,04;-0,04;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1509779,76;920912,89;-2338207,88;92484,77;
911157;APLICACOES BANCO ITAU;6,98;500,00;-60,38;446,60;
905396;APLICACOES BANCO SANTANDER CONTAMAX;321,85;0,02;-181,00;140,87;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;0;0,14;-0,14;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;824675,54;1015682,58;-1436175,86;404182,26;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;180303,94;-180303,94;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;180303,94;-180303,94;0;
1.01.02;CREDITOS - EXCLUIR;35869444,90;23209224,97;-7284995,11;51793674,76;
1.01.02.01;CLIENTES;35788141,17;23116932,79;-7236149,42;51668924,54;
1.01.02.02;CREDITOS;81303,73;91213,64;-47767,15;124750,22;
903091;(-) CHEQUES A COMPENSAR;-620014,60;0;0;-620014,60;
904857;CHEQUES A RECEBER;620014,60;0;0;620014,60;
904647;DEVOLUCOES DE COMPRAS;81303,73;91213,64;-47767,15;124750,22;
1.01.02.06;ADIANTAMENTOS;0;1078,54;-1078,54;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;1078,54;-1078,54;0;
902782;SALARIO FAMILIA;0;390,00;-390,00;0;
902783;SALARIO MATERNIDADE;0;688,54;-688,54;0;
1.01.03;ESTOQUES;78911641,62;16382639,50;-29058416,25;66235864,87;
1.01.03.01;ESTOQUES MASSEY;57818723,71;12906945,74;-21089645,12;49636024,33;
905208;COLHEITADEIRAS;10362284,16;4767021,16;-8166101,28;6963204,04;
909493;LUBRIFICANTES AGCO;486996,49;213422,64;-239415,71;461003,42;
905223;MASSEY SHOP;86437,01;1547,73;-6421,57;81563,17;
905210;PEÇAS;8260134,89;1958288,17;-1774258,50;8444164,56;
905234;PLANTADEIRAS;13402306,06;0;-1298785,61;12103520,45;
913935;PLATAFORMAS;2928642,21;1367416,73;-2440776,16;1855282,78;
905209;PULVERIZADORES;7349605,64;0;0;7349605,64;
905207;TRATORES NOVOS;14942317,25;4599249,31;-7163886,29;12377680,27;
1.01.03.02;ESTOQUE DE USADOS;14799407,00;2743333,32;-7216666,64;10326073,68;
905213;MAQUINAS;14799407,00;2743333,32;-7216666,64;10326073,68;
1.01.03.03;ESTOQUE OUTRAS MARCAS;6243010,93;732360,44;-701604,51;6273766,86;
905212;IMPLEMENTOS;3136192,23;156997,68;-179663,91;3113526,00;
905216;LUBRIFICANTES;179069,88;26581,70;-49640,06;156011,52;
905211;PEÇAS;2756925,29;527360,14;-418735,80;2865549,63;
905219;PNEUS;170823,53;21420,92;-53564,74;138679,71;
1.01.03.04;OUTROS ESTOQUES;50499,98;0;-50499,98;0;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;50499,98;0;-50499,98;0;
1.01.04;ADIANTAMENTOS;447371,59;12297,36;-3897,33;455771,62;
1.01.04.01;ADIANTAMENTOS;447371,59;12297,36;-3897,33;455771,62;
902047;ADIANTAMENTO DE FORNECEDORES;435856,61;10270,68;-3639,84;442487,45;
902778;ADIANTAMENTO DE SALARIO;11514,98;2026,68;-257,49;13284,17;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1549214,23;849878,47;-914567,91;1484524,79;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1549214,23;849878,47;-914567,91;1484524,79;
