SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:42:35;
PERÍODO DE: 01/07/2021 A 31/07/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;37464523,36;53814213,79;-52132816,25;39145920,90;
1.01;ATIVO CIRCULANTE;31347924,03;36734498,21;-35095499,08;32986923,16;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1341746,24;18975160,29;-18399415,90;1917490,63;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;13208,61;1939638,01;-1941143,28;11703,34;
129;CAIXA FILIAL (BRASILIA);1249,35;0;0;1249,35;
910046;CAIXA FILIAL (CRISTALINA);100,00;169,14;0;269,14;
906982;CAIXA FILIAL (FORMOSA);2841,08;501266,10;-499899,53;4207,65;
86;CAIXA MATRIZ (UNAI);9018,18;1438202,77;-1441243,75;5977,20;
1.01.01.02;BANCOS;248105,54;14090995,50;-12968974,76;1370126,28;
902735;BANCO BRADESCO C/C 37277-3 - BSB;516,20;54000,00;-54185,53;330,67;
902725;BANCO BRADESCO S/A 7777-1;1126,04;649,55;-112,50;1663,09;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);3507,51;1232693,41;-29844,93;1206355,99;
902731;BANCO BRADESCO S/A C/C 242.216-6;91164,53;88555,05;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;12019620,29;-12019620,29;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;40172,04;0;-39173,70;998,34;
905393;BANCO SANTANDER CONTA 13 002899-2;219,50;0;0;219,50;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;10901,60;164861,42;-175330,12;432,90;
902732;SICOOB CREDIUNAI;100498,12;530615,78;-650707,69;-19593,79;
1.01.01.04;APLICACOES FINANCEIRAS;1003595,84;2442359,01;-2955160,36;490794,49;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;959024,68;2412917,78;-2954573,68;417368,78;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;42937,09;29441,23;-586,68;71791,64;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;441987,82;-441987,82;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;441987,82;-441987,82;0;
1.01.01.07;CREDITOS DE CLIENTES;76836,25;60179,95;-92149,68;44866,52;
902748;CARTAO DE DEBITO/CREDITO;23180,03;60179,95;-92149,68;-8789,70;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;17509816,99;4696486,46;-6747484,77;15458818,68;
1.01.02.01;CLIENTES;16643760,97;4681064,12;-6716135,05;14608690,04;
1.01.02.02;CREDITOS;188679,08;15063,45;-30990,83;172751,70;
904857;CHEQUES A RECEBER;124738,22;0;-10000,00;114738,22;
904647;DEVOLUCOES DE COMPRAS;63940,86;15063,45;-20990,83;58013,48;
1.01.02.06;ADIANTAMENTOS;0;358,89;-358,89;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;358,89;-358,89;0;
902782;SALARIO FAMILIA;0;358,89;-358,89;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;11331713,93;11462805,71;-8634916,34;14159603,30;
1.01.03.01;ESTOQUES MASSEY;8413119,45;8964758,38;-6182228,77;11195649,06;
905208;COLHEITADEIRAS;-1223000,78;0;0;-1223000,78;
905229;EQUIPAMENTOS IND. MASSEY;-160392,56;0;0;-160392,56;
909493;LUBRIFICANTES AGCO;460952,31;478031,69;-223587,86;715396,14;
905223;MASSEY SHOP;100629,23;8625,73;-36555,13;72699,83;
905210;PEÇAS;4131826,96;982650,55;-545409,52;4569067,99;
905234;PLANTADEIRAS;1362162,06;1132547,05;-1132547,05;1362162,06;
905209;PULVERIZADORES;726856,93;1699393,11;-1699393,11;726856,93;
905207;TRATORES NOVOS;3014085,30;4663510,25;-2544736,10;5132859,45;
1.01.03.02;ESTOQUE DE USADOS;763027,53;1666459,34;-2051522,34;377964,53;
905213;MAQUINAS;762999,08;1666459,34;-2051522,34;377936,08;
909490;PEÇAS;28,45;0;0;28,45;
1.01.03.03;ESTOQUE OUTRAS MARCAS;2155566,95;831587,99;-401165,23;2585989,71;
905212;IMPLEMENTOS;266076,62;391969,85;-157544,06;500502,41;
905216;LUBRIFICANTES;86492,04;80834,37;-21354,96;145971,45;
905211;PEÇAS;1802998,29;358783,77;-222266,21;1939515,85;
1.01.04;ADIANTAMENTOS;456742,53;921447,42;-785720,28;592469,67;
1.01.04.01;ADIANTAMENTOS;456742,53;921447,42;-785720,28;592469,67;
902047;ADIANTAMENTO DE FORNECEDORES;443117,20;914125,20;-780035,07;577207,33;
902778;ADIANTAMENTO DE SALARIO;13625,33;7322,22;-5685,21;15262,34;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;418208,56;677280,47;-527961,79;567527,24;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;418208,56;677280,47;-527961,79;567527,24;
902772;COFINS A RECUPERAR;16051,92;93443,23;-51194,97;58300,18;
905734;COFINS RETIDO NA FONTE;3938,28;20,76;0;3959,04;
902770;CSRF RETIDO NA FONTE;2726,43;6,92;0;2733,35;
902765;ICMS A RECUPERAR;358457,85;563458,10;-465650,63;456265,32;
902768;IRRF A RECUPERAR;23792,16;10,38;0;23802,54;
905447;IRRF S/ APLICACOES FINANCEIRAS;7385,06;48,07;0;7433,13;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;3484,95;20288,51;-11116,19;12657,27;
905733;PIS RETIDO NA FONTE;853,70;4,50;0;858,20;
1.01.07;OUTROS CREDITOS;289695,78;1317,86;0;291013,64;
1.01.07.01;OUTROS CREDITOS;289695,78;1317,86;0;291013,64;
902790;CONSORCIO;289695,78;1317,86;0;291013,64;
1.02;NAO CIRCULANTE;6116599,33;131001,04;-88602,63;6158997,74;
1.02.01;REALIZAVEL A LONGO PRAZO;346848,48;10013,95;-88602,63;268259,80;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;346848,48;10013,95;-88602,63;268259,80;
902801;APLICACOES BANCO BRADESCO FUNDO RISCO;88588,68;13,95;-88602,63;0;
906094;BRASILPREV;110000,00;10000,00;0;120000,00;
904246;COTAS DE CAPITAL SICOOB;148259,80;0;0;148259,80;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;7935522,18;120987,09;0;8056509,27;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;7935522,18;120987,09;0;8056509,27;
903016;BENFEITORIAS EM BENS DE TERCEIROS - BSB;567110,28;0;0;567110,28;
905259;COMPUTADORES E PERIFERICOS;311606,12;24000,00;0;335606,12;
902811;FERRAMENTAS;1770350,46;0;0;1770350,46;
902989;MAQUINAS E EQUIPAMENTOS;411371,23;61025,00;0;472396,23;
902945;MOVEIS E UTENSILIOS;430663,56;35962,09;0;466625,65;
902869;VEICULOS;4444420,53;0;0;4444420,53;
1.02.08;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
1.02.08.01;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
902812;(-) DEPR. ACUMULADA - BENFEITORIAS TERC - MTZ;-481608,11;0;0;-481608,11;
905260;(-) DEPR. ACUMULADA COMPUTADORES E PERIF.;-164846,47;0;0;-164846,47;
902928;(-) DEPR. ACUMULADA  MOVEIS E UTENSILIOS;-102364,03;0;0;-102364,03;
902829;(-) DEPR. ACUMULADA VEICULOS;-1371455,79;0;0;-1371455,79;
902988;(-) DEPR. ACUMUMULADA MAQUINAS E EQUIPAMENTOS;-154485,74;0;0;-154485,74;
1.02.10;CUSTOS DE AQUISICOES DE INTANGIVEL;108988,81;0;0;108988,81;
1.02.10.01;CUSTOS DE AQUISICOES DE INTANGIVEIL;108988,81;0;0;108988,81;
903014;SOFTWARE ADQUIRIDOS;108988,81;0;0;108988,81;
1.80;CONTAS TEMPORARIAS;0;16948714,54;-16948714,54;0;
1.80.01;CONTAS TEMPORARIAS;0;16948714,54;-16948714,54;0;
15003;COMPRAS DISTRIBUIR;0;6933279,32;-6933279,32;0;
900130;DEVOLUCAO COMPRAS DISTRIBUIR;0;15063,45;-15063,45;0;
900131;DEVOLUCAO VENDAS DISTRIBUIR;0;10977,96;-10977,96;0;
901974;FRETES A DISTRIBUIR;0;29668,42;-29668,42;0;
903383;TRANSFERENCIA ENTRE FILIAIS A DISTRIBUIR;0;5121102,20;-5121102,20;0;
15005;VENDAS DISTRIBUIR;0;4838623,19;-4838623,19;0;
2;PASSIVO;37464523,36;13997882,59;-15940190,33;39406831,10;
2.01;PASSIVO CIRCULANTE;29101706,99;13837055,51;-15940190,33;31204841,81;
2.01.01;FORNECEDORES;19651858,32;9947167,90;-7772398,38;17477088,80;
2.01.01.01;FORNECEDORES;19651858,32;9947167,90;-7772398,38;17477088,80;
2.01.02;OBRIGACOES FISCAIS A RECOLHER;695888,96;739118,85;-590403,23;547173,34;
2.01.02.01;IMPOSTOS E CONTRIBUICOES A  RECOLHER;695888,96;739118,85;-590403,23;547173,34;
903031;COFINS A RECOLHER;0;51194,91;-51194,91;0;
905357;CSRF A RECOLHER;144,29;144,29;-167,87;167,87;
907611;DIFAL A RECOLHER SAIDA;5536,57;2405,01;-1661,32;4792,88;
905246;GNRE ST A RECOLHER;34111,41;1675,88;-1133,97;33569,50;
903026;ICMS A RECOLHER;582346,58;624883,07;-465827,39;423290,90;
908847;ICMS ST GR A RECOLHER;46563,45;20647,71;-23674,82;49590,56;
903027;IRRF A RECOLHER;27186,66;27051,79;-35502,60;35637,47;
903028;ISS A RECOLHER;0;0;-124,16;124,16;
903030;PIS A RECOLHER;0;11116,19;-11116,19;0;
2.01.04;SALARIOS E OBRIGACOES SOCIAL A PAGAR;322709,68;250423,48;-283445,96;355732,16;
2.01.04.01;SALARIOS E OBRIGACOES;322709,68;250423,48;-283445,96;355732,16;
903025;FGTS A RECOLHER;15200,42;15200,42;-17936,95;17936,95;
903024;INSS A RECOLHER;73098,94;73098,94;-82233,69;82233,69;
903064;PRO-LABORE A PAGAR;78810,56;6524,36;-10540,26;82826,46;
903043;SALARIOS A PAGAR;155599,76;155599,76;-172735,06;172735,06;
2.01.06;OUTRAS OBRIGACOES A PAGAR;8431250,03;2900345,28;-7293942,76;12824847,51;
2.01.06.01;OUTRAS OBRIGACOES A PAGAR;8431250,03;2900345,28;-7293942,76;12824847,51;
903067;ADIANTAMENTO DE CLIENTES;11831102,11;2758927,14;-6032733,47;15104908,44;
905504;ALUGUEIS A PAGAR;66649,89;30511,09;-36161,09;72299,89;
903065;CONTAS A PAGAR;-487581,66;0;0;-487581,66;
903070;DEPOSITOS BANCARIOS A IDENTIFICAR;157803,66;93412,06;-15309,81;79701,41;
904643;DEVOLUCOES DE VENDAS;1737886,26;16908,81;-9738,39;1730715,84;
905373;FUNDO DE CAPITALIZACAO RECONTRIBUICAO;-4874610,23;586,18;-1200000,00;-3675196,41;
2.02;NAO CIRCULANTE;3121995,02;160827,08;0;2961167,94;
2.02.01;EXIGIVEL A LONGO PRAZO;3121995,02;160827,08;0;2961167,94;
2.02.01.01;EMPRESTIMOS BANCARIOS-LONGO PRAZO;2966003,94;157025,24;0;2808978,70;
2.02.01.02;EMPRESTIMOS BANCARIOS-LONGO PRAZO FILIAL;4490,48;561,29;0;3929,19;
2.02.01.03;PARCELAMENTOS FISCAIS - LONGO PRAZO;151500,60;3240,55;0;148260,05;
