SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:12:13;
PERÍODO DE: 01/07/2023 A 31/07/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;166685984,04;149728429,35;-144405960,96;172008452,43;
1.01;ATIVO CIRCULANTE;126644193,75;85308552,10;-80011272,23;131941473,62;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1122580,91;21347642,51;-21586552,40;883671,02;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;12144,91;233816,77;-233968,19;11993,49;
129;CAIXA FILIAL (BRASILIA);3433,20;21015,29;-23234,29;1214,20;
910046;CAIXA FILIAL (CRISTALINA);1995,62;101843,12;-101881,37;1957,37;
906982;CAIXA FILIAL (FORMOSA);1725,64;65311,80;-64855,79;2181,65;
86;CAIXA MATRIZ (UNAI);4990,45;45646,56;-43996,74;6640,27;
1.01.01.02;BANCOS;185156,57;15426754,59;-15384256,22;227654,94;
902735;BANCO BRADESCO C/C 37277-3 - BSB;1470,84;0;-726,50;744,34;
902725;BANCO BRADESCO S/A 7777-1;1791,23;66740,69;-67673,38;858,54;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;1449081,01;-1409835,59;39245,42;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;13840830,27;-13840830,27;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;357,87;0;-172,90;184,97;
905393;BANCO SANTANDER CONTA 13 002899-2;0;15,00;-15,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;0,59;53951,00;-53950,69;0,90;
902732;SICOOB CREDIUNAI;1816,46;16136,62;-11051,89;6901,19;
1.01.01.04;APLICACOES FINANCEIRAS;871623,21;5207966,98;-5489223,82;590366,37;
911836;APLICACOES BANCO BRASIL RENDE FACIL;754577,99;4343513,54;-4939853,17;158238,36;
905396;APLICACOES BANCO SANTANDER CONTAMAX;98,28;0,01;-15,00;83,29;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;116946,94;864453,43;-549355,65;432044,72;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;479104,17;-479104,17;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;479104,17;-479104,17;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;41724740,35;25442378,13;-16530555,71;50636562,77;
1.01.02.01;CLIENTES;35636352,83;25406084,54;-13006114,86;48036322,51;
1.01.02.02;CREDITOS;5411010,58;36173,95;-3524321,21;1922863,32;
904857;CHEQUES A RECEBER;5123528,23;0;-3518790,00;1604738,23;
904647;DEVOLUCOES DE COMPRAS;287482,35;36173,95;-5531,21;318125,09;
1.01.02.06;ADIANTAMENTOS;0;119,64;-119,64;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;119,64;-119,64;0;
902782;SALARIO FAMILIA;0;119,64;-119,64;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;80224328,93;36667100,27;-39369278,80;77522150,40;
1.01.03.01;ESTOQUES MASSEY;64223361,66;31722571,10;-33894987,40;62050945,36;
905208;COLHEITADEIRAS;10960585,65;3023136,67;-4707339,00;9276383,32;
909493;LUBRIFICANTES AGCO;1228456,99;108043,36;-203802,59;1132697,76;
905223;MASSEY SHOP;186429,07;5538,59;-22136,67;169830,99;
