SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:05:58;
PERÍODO DE: 01/10/2022 A 31/10/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;72192136,08;119632377,48;-111979221,25;79845292,31;
1.01;ATIVO CIRCULANTE;64457211,68;76033022,85;-68394705,03;72095529,50;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;3429734,15;32330073,32;-33957180,87;1802626,60;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;5485,97;3336584,09;-3335139,61;6930,45;
910046;CAIXA FILIAL (CRISTALINA);818,67;187404,92;-187536,00;687,59;
906982;CAIXA FILIAL (FORMOSA);227,15;141926,30;-139551,22;2602,23;
86;CAIXA MATRIZ (UNAI);4440,15;3007252,87;-3008052,39;3640,63;
1.01.01.02;BANCOS;210978,78;21776686,50;-21747192,80;240472,48;
902735;BANCO BRADESCO C/C 37277-3 - BSB;17,84;150,00;-117,20;50,64;
902725;BANCO BRADESCO S/A 7777-1;4314,16;94707,66;-80257,18;18764,64;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2503252,50;-2498836,40;4416,10;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;19167751,67;-19167751,67;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;101,06;0;-153,46;-52,40;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;104,00;0;-55,00;49,00;
902732;SICOOB CREDIUNAI;26708,88;10824,67;-21,89;37511,66;
1.01.01.04;APLICACOES FINANCEIRAS;3170936,51;7193559,40;-8862928,46;1501567,45;
911836;APLICACOES BANCO BRASIL RENDE FACIL;2519511,45;6092215,87;-7368007,02;1243720,30;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;651425,06;1101343,53;-1494921,44;257847,15;
1.01.01.07;CREDITOS DE CLIENTES;42332,89;23243,33;-11920,00;53656,22;
902748;CARTAO DE DEBITO/CREDITO;-11323,33;23243,33;-11920,00;0;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;30238171,46;13294096,67;-15332520,95;28199747,18;
1.01.02.01;CLIENTES;24309623,67;13286342,36;-15313217,00;22282749,03;
1.01.02.02;CREDITOS;5251170,85;6513,82;-18063,46;5239621,21;
904857;CHEQUES A RECEBER;5152028,23;0;0;5152028,23;
904647;DEVOLUCOES DE COMPRAS;99142,62;6513,82;-18063,46;87592,98;
1.01.02.06;ADIANTAMENTOS;0;1240,49;-1240,49;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;1240,49;-1240,49;0;
902782;SALARIO FAMILIA;0;185,80;-185,80;0;
902783;SALARIO MATERNIDADE;0;1054,69;-1054,69;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;28717352,01;28547527,01;-17445721,18;39819157,84;
1.01.03.01;ESTOQUES MASSEY;18273347,66;20403840,34;-13989415,44;24687772,56;
905208;COLHEITADEIRAS;275538,63;3094014,33;0;3369552,96;
909493;LUBRIFICANTES AGCO;1058171,28;149448,66;-303915,70;903704,24;
905223;MASSEY SHOP;121224,32;123634,25;-21401,38;223457,19;
905210;PEÇAS;6298907,42;1474321,27;-1085373,94;6687854,75;
905234;PLANTADEIRAS;390595,52;4367937,01;-1169250,45;3589282,08;
905209;PULVERIZADORES;3436119,00;0;0;3436119,00;
905207;TRATORES NOVOS;6692791,49;11194484,82;-11409473,97;6477802,34;
1.01.03.02;ESTOQUE DE USADOS;1555000,00;4612500,00;-430000,00;5737500,00;
905213;MAQUINAS;1545000,00;4612500,00;-420000,00;5737500,00;
909490;PEÇAS;10000,00;0;-10000,00;0;
1.01.03.03;ESTOQUE OUTRAS MARCAS;8701796,34;3524269,69;-3009763,60;9216302,43;
905212;IMPLEMENTOS;5028460,91;2923366,34;-2381206,27;5570620,98;
905216;LUBRIFICANTES;423186,67;45893,90;-37563,01;431517,56;
905211;PEÇAS;3224188,76;555009,45;-590994,32;3188203,89;
905219;PNEUS;25960,00;0;0;25960,00;
1.01.03.04;OUTROS ESTOQUES;187208,01;6916,98;-16542,14;177582,85;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;187208,01;6916,98;-16542,14;177582,85;
1.01.04;ADIANTAMENTOS;1261430,01;254672,05;-186103,09;1329998,97;
1.01.04.01;ADIANTAMENTOS;1261430,01;254672,05;-186103,09;1329998,97;
902047;ADIANTAMENTO DE FORNECEDORES;1247106,87;233789,40;-177008,08;1303888,19;
902778;ADIANTAMENTO DE SALARIO;14323,14;20882,65;-9095,01;26110,78;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;758826,56;1606653,80;-1473178,94;892301,42;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;758826,56;1606653,80;-1473178,94;892301,42;
902772;COFINS A RECUPERAR;13713,94;95631,34;-109345,28;0;
905734;COFINS RETIDO NA FONTE;4976,45;135,35;0;5111,80;
902770;CSRF RETIDO NA FONTE;2986,78;32,52;0;3019,30;
902765;ICMS A RECUPERAR;689682,81;1488297,09;-1340093,72;837886,18;
902768;IRRF A RECUPERAR;25308,86;48,78;0;25357,64;
