SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 19/09/2025 HORA: 10:11:43;
PERÍODO DE: 01/08/2025 A 31/08/2025;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;144508708,50;139379770,91;-140600215,48;143288263,93;
1.01;ATIVO CIRCULANTE;100427661,65;120182058,80;-121380673,02;99229047,43;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1260573,34;99497759,75;-99593790,36;1164542,73;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;9160,57;218569,43;-208719,36;19010,64;
129;CAIXA FILIAL (BRASILIA);2826,20;25250,94;-22744,92;5332,22;
910046;CAIXA FILIAL (CRISTALINA);512,35;47688,81;-45670,11;2531,05;
906982;CAIXA FILIAL (FORMOSA);938,05;119244,09;-113129,14;7053,00;
86;CAIXA MATRIZ (UNAI);4883,97;26385,59;-27175,19;4094,37;
1.01.01.02;BANCOS;31739,63;52066885,15;-52014630,96;83993,82;
902735;BANCO BRADESCO C/C 37277-3 - BSB;58,41;0,03;-58,44;0;
902725;BANCO BRADESCO S/A 7777-1;2699,01;1778442,37;-1778335,73;2805,65;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);2145,10;41470,07;-26634,80;16980,37;
1522;BANCO DO BRASIL S/A 4699-X;0;48816398,62;-48816398,62;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;1,00;587,95;-587,95;1,00;
905393;BANCO SANTANDER CONTA 13 002899-2;0;201,00;-201,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;7777,58;142000,00;-142277,54;7500,04;
902732;SICOOB CREDIUNAI;19058,53;1287785,11;-1250136,88;56706,76;
1.01.01.04;APLICACOES FINANCEIRAS;1219673,14;3181091,14;-3339226,01;1061538,27;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;0;0,09;-0,09;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1184941,02;3153519,08;-3338936,92;999523,18;
911157;APLICACOES BANCO ITAU;86,94;447,65;-87,97;446,62;
905396;APLICACOES BANCO SANTANDER CONTAMAX;300,00;0,02;-201,00;99,02;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;0;0,03;-0,03;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;34345,18;27124,27;0;61469,45;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;44031214,03;-44031214,03;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;44031214,03;-44031214,03;0;
1.01.02;CREDITOS - EXCLUIR;34370277,40;9621222,79;-9794860,02;34196640,17;
1.01.02.01;CLIENTES;34305416,13;9549229,37;-9722136,87;34132508,63;
1.01.02.02;CREDITOS;64861,27;71928,42;-72658,15;64131,54;
904647;DEVOLUCOES DE COMPRAS;64861,27;71928,42;-72658,15;64131,54;
1.01.02.06;ADIANTAMENTOS;0;65,00;-65,00;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;65,00;-65,00;0;
902782;SALARIO FAMILIA;0;65,00;-65,00;0;
1.01.03;ESTOQUES;62500810,24;10464233,79;-10983009,61;61982034,42;
1.01.03.01;ESTOQUES MASSEY;42274372,52;8260843,11;-9404273,02;41130942,61;
905208;COLHEITADEIRAS;4836777,84;0;-1625435,50;3211342,34;
909493;LUBRIFICANTES AGCO;458105,59;127661,40;-119064,80;466702,19;
905223;MASSEY SHOP;105177,72;4318,82;-10968,84;98527,70;
905210;PEÇAS;8997445,24;1443657,97;-1475950,89;8965152,32;
905234;PLANTADEIRAS;8475279,96;0;0;8475279,96;
913935;PLATAFORMAS;1779932,82;0;-468422,74;1311510,08;
905209;PULVERIZADORES;5817357,74;1595391,36;-1595391,36;5817357,74;
905207;TRATORES NOVOS;11804295,61;5089813,56;-4109038,89;12785070,28;
1.01.03.02;ESTOQUE DE USADOS;14037240,68;1163500,00;-460518,00;14740222,68;
905213;MAQUINAS;14037240,68;1163500,00;-460518,00;14740222,68;
1.01.03.03;ESTOQUE OUTRAS MARCAS;6078947,04;1039890,68;-1007968,59;6110869,13;
905212;IMPLEMENTOS;2940409,52;403096,35;-486025,80;2857480,07;
905216;LUBRIFICANTES;104190,83;8107,76;-17610,38;94688,21;
905211;PEÇAS;2914138,06;593817,22;-456314,45;3051640,83;
905219;PNEUS;120208,63;34869,35;-48017,96;107060,02;
1.01.03.04;OUTROS ESTOQUES;110250,00;0;-110250,00;0;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;110250,00;0;-110250,00;0;
1.01.04;ADIANTAMENTOS;554032,00;49724,83;-325674,63;278082,20;
1.01.04.01;ADIANTAMENTOS;554032,00;49724,83;-325674,63;278082,20;
