SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:51:30;
PERÍODO DE: 01/01/2022 A 31/01/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;40654875,67;39436861,87;-37077371,82;43014365,72;
1.01;ATIVO CIRCULANTE;34192792,15;26786399,27;-24641660,47;36337530,95;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1842285,08;13191548,04;-13189998,73;1843834,39;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;14428,88;703139,59;-695886,98;21681,49;
910046;CAIXA FILIAL (CRISTALINA);3257,10;1297,00;-1477,50;3076,60;
906982;CAIXA FILIAL (FORMOSA);10781,39;14048,78;-20354,39;4475,78;
86;CAIXA MATRIZ (UNAI);390,39;687793,81;-674055,09;14129,11;
1.01.01.02;BANCOS;570117,54;10108797,40;-9168622,30;1510292,64;
902735;BANCO BRADESCO C/C 37277-3 - BSB;26038,19;0;-108,10;25930,09;
902725;BANCO BRADESCO S/A 7777-1;4516,15;0;-84,10;4432,05;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;1287737,49;-57737,49;1230000,00;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;8647138,72;-8647138,72;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;396,74;0;-160,40;236,34;
905393;BANCO SANTANDER CONTA 13 002899-2;307,07;0;-268,15;38,92;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;25186,09;29437,37;-41059,45;13564,01;
902732;SICOOB CREDIUNAI;333953,72;144483,82;-422065,89;56371,65;
1.01.01.04;APLICACOES FINANCEIRAS;1204082,44;2367282,81;-3313159,48;258205,77;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0,34;0;0;
902742;APLICACOES BANCO BRASIL C/C 7751-8;1179217,87;2309068,60;-3311525,07;176761,40;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;-104,15;0;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;-1497,05;0;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;-33,21;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;23230,50;58213,87;0;81444,37;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;12213,54;-12213,54;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;12213,54;-12213,54;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;114,70;-116,43;53654,49;
902748;CARTAO DE DEBITO/CREDITO;0;114,70;-116,43;-1,73;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;15778706,41;4434879,91;-5634758,09;14578828,23;
1.01.02.01;CLIENTES;14834008,61;4096298,75;-5393459,80;13536847,56;
1.01.02.02;CREDITOS;267320,86;334066,52;-236783,65;364603,73;
904857;CHEQUES A RECEBER;89738,22;325200,00;-91200,00;323738,22;
904647;DEVOLUCOES DE COMPRAS;177582,64;8866,52;-145583,65;40865,51;
1.01.02.06;ADIANTAMENTOS;0;4514,64;-4514,64;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;4514,64;-4514,64;0;
902782;SALARIO FAMILIA;0;465,31;-465,31;0;
902783;SALARIO MATERNIDADE;0;4049,33;-4049,33;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;15726779,97;7700496,03;-4534525,47;18892750,53;
1.01.03.01;ESTOQUES MASSEY;10663514,45;6641489,48;-3383730,19;13921273,74;
909493;LUBRIFICANTES AGCO;547714,88;388814,32;-123465,84;813063,36;
905223;MASSEY SHOP;117472,58;492,67;-8714,96;109250,29;
905210;PEÇAS;4751638,97;1031928,06;-802691,44;4980875,59;
905234;PLANTADEIRAS;1032901,86;30890,36;-30890,36;1032901,86;
