SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:50:39;
PERÍODO DE: 01/12/2021 A 31/12/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;41521237,55;87457975,63;-88324337,51;40654875,67;
1.01;ATIVO CIRCULANTE;35242239,05;60653433,26;-61702880,16;34192792,15;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;4147438,67;30127880,45;-32433034,04;1842285,08;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;12706,49;497786,75;-496064,36;14428,88;
129;CAIXA FILIAL (BRASILIA);1249,35;0;-1249,35;0;
910046;CAIXA FILIAL (CRISTALINA);2654,04;2896,00;-2292,94;3257,10;
906982;CAIXA FILIAL (FORMOSA);3969,58;42136,89;-35325,08;10781,39;
86;CAIXA MATRIZ (UNAI);4833,52;452753,86;-457196,99;390,39;
1.01.01.02;BANCOS;410463,50;22449478,42;-22289824,38;570117,54;
902735;BANCO BRADESCO C/C 37277-3 - BSB;1617,26;26635,03;-2214,10;26038,19;
902725;BANCO BRADESCO S/A 7777-1;3701,81;1100,82;-286,48;4516,15;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2232428,23;-2232428,23;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;17044413,68;-17044413,68;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;483,38;73,76;-160,40;396,74;
905393;BANCO SANTANDER CONTA 13 002899-2;10,17;4900,00;-4603,10;307,07;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;20630,91;135815,64;-131260,46;25186,09;
902732;SICOOB CREDIUNAI;204300,39;3004111,26;-2874457,93;333953,72;
1.01.01.04;APLICACOES FINANCEIRAS;3718213,86;5833453,41;-8347584,83;1204082,44;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;3623151,65;4784841,68;-7228775,46;1179217,87;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;93428,14;1048611,73;-1118809,37;23230,50;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;1298356,14;-1298356,14;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;1298356,14;-1298356,14;0;
1.01.01.07;CREDITOS DE CLIENTES;6054,82;48805,73;-1204,33;53656,22;
902748;CARTAO DE DEBITO/CREDITO;-47601,40;48805,73;-1204,33;0;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;10642829,68;16031195,94;-10895319,21;15778706,41;
1.01.02.01;CLIENTES;9728434,80;15866682,55;-10761108,74;14834008,61;
1.01.02.02;CREDITOS;237017,94;164116,46;-133813,54;267320,86;
904857;CHEQUES A RECEBER;89738,22;118503,38;-118503,38;89738,22;
904647;DEVOLUCOES DE COMPRAS;147279,72;45613,08;-15310,16;177582,64;
1.01.02.06;ADIANTAMENTOS;0;396,93;-396,93;0;
