SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:43:10;
PERÍODO DE: 01/08/2021 A 31/08/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;39145920,90;76473031,25;-74983127,27;40635824,88;
1.01;ATIVO CIRCULANTE;32986923,16;55551604,44;-54075002,36;34463525,24;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1917490,63;34565400,77;-33858150,07;2624741,33;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;11703,34;365293,21;-369576,02;7420,53;
129;CAIXA FILIAL (BRASILIA);1249,35;0;0;1249,35;
910046;CAIXA FILIAL (CRISTALINA);269,14;2595,34;-1251,94;1612,54;
906982;CAIXA FILIAL (FORMOSA);4207,65;116187,24;-118163,91;2230,98;
86;CAIXA MATRIZ (UNAI);5977,20;246510,63;-250160,17;2327,66;
1.01.01.02;BANCOS;1370126,28;25204074,99;-25848061,78;726139,49;
902735;BANCO BRADESCO C/C 37277-3 - BSB;330,67;57628,63;-54115,95;3843,35;
902725;BANCO BRADESCO S/A 7777-1;1663,09;8516,25;-5301,60;4877,74;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);1206355,99;5416325,28;-6168360,88;454320,39;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;16834226,85;-16834226,85;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;998,34;26149,94;-172,62;26975,66;
905393;BANCO SANTANDER CONTA 13 002899-2;219,50;100100,00;-100000,00;319,50;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;432,90;185411,92;-155636,92;30207,90;
902732;SICOOB CREDIUNAI;-19593,79;2575716,12;-2530246,96;25875,37;
1.01.01.04;APLICACOES FINANCEIRAS;490794,49;8402784,66;-7031160,23;1862418,92;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;417368,78;5327385,24;-3932949,25;1811804,77;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;71791,64;3075399,42;-3098210,98;48980,08;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;572451,01;-572451,01;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;572451,01;-572451,01;0;
1.01.01.07;CREDITOS DE CLIENTES;44866,52;20796,90;-36901,03;28762,39;
902748;CARTAO DE DEBITO/CREDITO;-8789,70;20796,90;-36901,03;-24893,83;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
