SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:01:37;
PERÍODO DE: 01/05/2022 A 31/05/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;66779625,19;79158112,65;-81461001,34;64476736,50;
1.01;ATIVO CIRCULANTE;59844578,43;56959682,41;-59510695,51;57293565,33;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;4336335,33;32819563,37;-34436825,63;2719073,07;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;287503,66;514780,42;-775645,26;26638,82;
910046;CAIXA FILIAL (CRISTALINA);2690,08;180,00;-112,40;2757,68;
906982;CAIXA FILIAL (FORMOSA);4671,01;43949,40;-33920,52;14699,89;
86;CAIXA MATRIZ (UNAI);280142,57;470651,02;-741612,34;9181,25;
1.01.01.02;BANCOS;779275,03;23667100,71;-23435719,21;1010656,53;
902735;BANCO BRADESCO C/C 37277-3 - BSB;594,74;0;-108,10;486,64;
902725;BANCO BRADESCO S/A 7777-1;5359,07;24600,00;-21716,77;8242,30;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);212393,16;4839867,98;-4835260,75;217000,39;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;18553542,77;-18553542,77;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;60235,64;0;-160,40;60075,24;
905393;BANCO SANTANDER CONTA 13 002899-2;29,70;0;-16,44;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;87853,13;121747,42;-449,00;209151,55;
902732;SICOOB CREDIUNAI;233090,01;127342,54;-24464,98;335967,57;
1.01.01.04;APLICACOES FINANCEIRAS;3215835,45;8516238,69;-10092770,91;1639303,23;
902742;APLICACOES BANCO BRASIL C/C 7751-8;2925479,90;3153,28;-2928633,18;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;402114,20;5626169,14;-5194174,90;834108,44;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;-111758,65;2886916,27;-1969962,83;805194,79;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;12690,25;-12690,25;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;12690,25;-12690,25;0;
1.01.01.07;CREDITOS DE CLIENTES;53721,19;108753,30;-120000,00;42474,49;
902748;CARTAO DE DEBITO/CREDITO;64,97;108753,30;-120000,00;-11181,73;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;32853708,17;9020825,74;-10199907,13;31674626,78;
1.01.02.01;CLIENTES;27153390,82;8633338,95;-10051744,15;25734985,62;
1.01.02.02;CREDITOS;5022940,41;386900,17;-147576,36;5262264,22;
904857;CHEQUES A RECEBER;4927028,23;350500,00;-100000,00;5177528,23;
904647;DEVOLUCOES DE COMPRAS;95912,18;36400,17;-47576,36;84735,99;
1.01.02.06;ADIANTAMENTOS;0;586,62;-586,62;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;586,62;-586,62;0;
902782;SALARIO FAMILIA;0;395,29;-395,29;0;
902783;SALARIO MATERNIDADE;0;191,33;-191,33;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;21557047,43;13658892,86;-13373336,09;21842604,20;
1.01.03.01;ESTOQUES MASSEY;13855826,75;10140898,97;-10255637,16;13741088,56;
909493;LUBRIFICANTES AGCO;789350,17;306825,45;-223276,81;872898,81;
905223;MASSEY SHOP;96310,47;119278,52;-83722,98;131866,01;
905210;PEÇAS;6111669,10;633158,40;-775448,40;5969379,10;
905234;PLANTADEIRAS;31009,93;385031,00;-124039,72;292001,21;
905209;PULVERIZADORES;953652,70;3877997,92;-1938998,96;2892651,66;
