SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 19/09/2025 HORA: 10:09:56;
PERÍODO DE: 01/06/2025 A 30/06/2025;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;152270791,52;90312113,27;-92068467,84;150514436,95;
1.01;ATIVO CIRCULANTE;108151483,97;57891557,45;-59626081,67;106416959,75;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;-19963,35;22354658,86;-22160875,85;173819,66;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;27530,06;120554,23;-139146,45;8937,84;
129;CAIXA FILIAL (BRASILIA);2717,73;17088,42;-14814,34;4991,81;
910046;CAIXA FILIAL (CRISTALINA);7184,35;18998,88;-25800,88;382,35;
906982;CAIXA FILIAL (FORMOSA);223,73;44853,43;-44306,06;771,10;
86;CAIXA MATRIZ (UNAI);17404,25;39613,50;-54225,17;2792,58;
1.01.01.02;BANCOS;-60829,27;12083258,62;-12007188,47;15240,88;
902735;BANCO BRADESCO C/C 37277-3 - BSB;212,01;0,40;-177,05;35,36;
902725;BANCO BRADESCO S/A 7777-1;2080,43;35427,95;-35256,49;2251,89;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;12848,99;-8744,71;4104,28;
1522;BANCO DO BRASIL S/A 4699-X;0;11543944,78;-11543944,78;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;-8,25;861,66;-852,41;1,00;
905393;BANCO SANTANDER CONTA 13 002899-2;0;16,00;-16,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;8332,68;142000,00;-142277,55;8055,13;
902732;SICOOB CREDIUNAI;-71446,14;348158,84;-275919,48;793,22;
1.01.01.04;APLICACOES FINANCEIRAS;13335,86;4196820,55;-4060515,47;149640,94;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;0;0,26;-0,26;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;9485,85;4187421,28;-4060237,03;136670,10;
911157;APLICACOES BANCO ITAU;0;600,06;-261,67;338,39;
905396;APLICACOES BANCO SANTANDER CONTAMAX;92,90;0,01;-16,00;76,91;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;0;0,51;-0,51;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;3757,11;8798,43;0;12555,54;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;5954025,46;-5954025,46;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;5954025,46;-5954025,46;0;
1.01.02;CREDITOS - EXCLUIR;35373091,48;17423768,29;-15578698,26;37218161,51;
1.01.02.01;CLIENTES;35298658,52;17067842,35;-15212213,12;37154287,75;
1.01.02.02;CREDITOS;74432,96;352312,72;-362871,92;63873,76;
904647;DEVOLUCOES DE COMPRAS;74432,96;352312,72;-362871,92;63873,76;
1.01.02.06;ADIANTAMENTOS;0;3613,22;-3613,22;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;3613,22;-3613,22;0;
902782;SALARIO FAMILIA;0;65,00;-65,00;0;
902783;SALARIO MATERNIDADE;0;3548,22;-3548,22;0;
1.01.03;ESTOQUES;70448248,40;17325300,89;-20702726,78;67070822,51;
1.01.03.01;ESTOQUES MASSEY;52299647,43;11844231,43;-19842786,05;44301092,81;
905208;COLHEITADEIRAS;8397830,13;2497839,19;-6058891,48;4836777,84;
909493;LUBRIFICANTES AGCO;415677,22;194420,75;-157731,50;452366,47;
905223;MASSEY SHOP;126560,89;6890,30;-19328,28;114122,91;
905210;PEÇAS;9233522,07;757104,81;-811798,40;9178828,48;
905234;PLANTADEIRAS;12103520,45;2362367,77;-5990608,26;8475279,96;
913935;PLATAFORMAS;2407338,47;289909,15;-748566,55;1948681,07;
905209;PULVERIZADORES;6931767,64;0;0;6931767,64;
905207;TRATORES NOVOS;12683430,56;5735699,46;-6055861,58;12363268,44;
