SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:44:32;
PERÍODO DE: 01/10/2021 A 31/10/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;41389065,95;74693867,12;-70414357,90;45668575,17;
1.01;ATIVO CIRCULANTE;35163491,71;50490391,40;-46231112,60;39422770,51;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2396179,31;26038303,84;-26653409,18;1781073,97;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;19841,49;1561041,37;-1562418,65;18464,21;
129;CAIXA FILIAL (BRASILIA);1249,35;0;0;1249,35;
910046;CAIXA FILIAL (CRISTALINA);2129,99;10735,67;-10615,92;2249,74;
906982;CAIXA FILIAL (FORMOSA);8364,83;34559,28;-34080,70;8843,41;
86;CAIXA MATRIZ (UNAI);8097,32;1515746,42;-1517722,03;6121,71;
1.01.01.02;BANCOS;394327,47;18218108,40;-18078221,27;534214,60;
902735;BANCO BRADESCO C/C 37277-3 - BSB;171838,11;0;-170115,95;1722,16;
902725;BANCO BRADESCO S/A 7777-1;7726,40;3143,34;-9092,65;1777,09;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;7467345,59;-7354059,50;113286,09;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;10262333,79;-10262333,79;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;804,18;0;-160,40;643,78;
905393;BANCO SANTANDER CONTA 13 002899-2;119,46;0;-110,29;9,17;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;12768,99;180955,74;-129319,80;64404,93;
902732;SICOOB CREDIUNAI;21350,75;304329,94;-153028,89;172651,80;
1.01.01.04;APLICACOES FINANCEIRAS;1967024,73;5708786,47;-6454173,19;1221638,01;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;1950030,25;1524970,40;-3281373,11;193627,54;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;15360,41;4183816,07;-3172800,08;1026376,40;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;549717,60;-549717,60;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;549717,60;-549717,60;0;
1.01.01.07;CREDITOS DE CLIENTES;14985,62;650,00;-8878,47;6757,15;
902748;CARTAO DE DEBITO/CREDITO;-38670,60;650,00;-8878,47;-46899,07;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;18461902,05;7342391,41;-8526830,25;17277463,21;
1.01.02.01;CLIENTES;17607178,19;7235619,86;-8495143,09;16347654,96;
