SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:39:19;
PERÍODO DE: 01/03/2021 A 31/03/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;35278011,95;47882240,07;-46082856,66;37077395,36;
1.01;ATIVO CIRCULANTE;29638291,71;32820024,65;-31033132,67;31425183,69;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2968658,28;17548714,57;-19810190,09;707182,76;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;14174,87;655654,95;-652228,70;17601,12;
129;CAIXA FILIAL (BRASILIA);1249,35;0;0;1249,35;
906982;CAIXA FILIAL (FORMOSA);5436,96;246158,44;-248294,50;3300,90;
86;CAIXA MATRIZ (UNAI);7488,56;409496,51;-403934,20;13050,87;
1.01.01.02;BANCOS;163394,48;12349879,55;-12407568,15;105705,88;
902735;BANCO BRADESCO C/C 37277-3 - BSB;134,13;18540,00;-17793,35;880,78;
902725;BANCO BRADESCO S/A 7777-1;1229,45;94462,15;-93794,65;1896,95;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2633563,27;-2632989,89;573,38;
902731;BANCO BRADESCO S/A C/C 242.216-6;91164,53;0;0;91164,53;
1522;BANCO DO BRASIL S/A 4699-X;0;9278599,97;-9278599,97;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;6452,09;6000,00;-12229,03;223,06;
905393;BANCO SANTANDER CONTA 13 002899-2;425,50;0;-103,00;322,50;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;5662,43;198944,22;-195448,43;9158,22;
902732;SICOOB CREDIUNAI;58326,35;119769,94;-176609,83;1486,46;
1.01.01.04;APLICACOES FINANCEIRAS;2712353,47;3872672,27;-6107274,64;477751,10;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;1852504,43;2879555,92;-4465255,86;266804,49;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;858214,97;993116,35;-1642018,78;209312,54;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;556768,21;-556768,21;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;556768,21;-556768,21;0;
1.01.01.07;CREDITOS DE CLIENTES;78735,46;113739,59;-86350,39;106124,66;
902748;CARTAO DE DEBITO/CREDITO;25079,24;112609,59;-85220,39;52468,44;
902747;CHEQUES A RECEBER;53656,22;1130,00;-1130,00;53656,22;
1.01.02;CREDITOS - EXCLUIR;9102827,56;6494983,54;-4342527,30;11255283,80;
1.01.02.01;CLIENTES;8091013,26;6367907,93;-4154973,83;10303947,36;
1.01.02.02;CREDITOS;334437,36;127024,34;-187502,20;273959,50;
903091;(-) CHEQUES A COMPENSAR;0;40000,00;-40000,00;0;
904857;CHEQUES A RECEBER;286316,47;81300,00;-139988,75;227627,72;
904647;DEVOLUCOES DE COMPRAS;48120,89;5724,34;-7513,45;46331,78;
1.01.02.06;ADIANTAMENTOS;0;51,27;-51,27;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;51,27;-51,27;0;
902782;SALARIO FAMILIA;0;51,27;-51,27;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;16626000,59;8044550,17;-6222820,74;18447730,02;
1.01.03.01;ESTOQUES MASSEY;12926228,99;7334703,71;-5431593,03;14829339,67;
905208;COLHEITADEIRAS;1625377,07;2352508,97;-2352508,97;1625377,07;
905229;EQUIPAMENTOS IND. MASSEY;1164223,64;1523584,22;-597759,27;2090048,59;
909493;LUBRIFICANTES AGCO;274918,31;201906,90;-134508,63;342316,58;
905223;MASSEY SHOP;90229,98;4020,42;-22306,99;71943,41;
905210;PEÇAS;3148816,54;1032514,74;-618813,97;3562517,31;
905234;PLANTADEIRAS;1362162,06;0;0;1362162,06;
905209;PULVERIZADORES;726856,93;0;0;726856,93;
905207;TRATORES NOVOS;4533644,46;2220168,46;-1705695,20;5048117,72;
1.01.03.02;ESTOQUE DE USADOS;992999,08;400000,00;-400000,00;992999,08;
905213;MAQUINAS;992999,08;400000,00;-400000,00;992999,08;
1.01.03.03;ESTOQUE OUTRAS MARCAS;2706772,52;309846,46;-391227,71;2625391,27;
905212;IMPLEMENTOS;1137739,17;74047,94;-152767,18;1059019,93;
905216;LUBRIFICANTES;57956,50;21919,26;-14597,72;65278,04;
905211;PEÇAS;1511076,85;213879,26;-223862,81;1501093,30;
1.01.04;ADIANTAMENTOS;377786,04;27476,96;-42969,67;362293,33;
1.01.04.01;ADIANTAMENTOS;377786,04;27476,96;-42969,67;362293,33;
902047;ADIANTAMENTO DE FORNECEDORES;376786,04;18650,81;-40824,47;354612,38;
902778;ADIANTAMENTO DE SALARIO;1000,00;8826,15;-2145,20;7680,95;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;280900,52;702489,32;-614624,87;368764,97;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;280900,52;702489,32;-614624,87;368764,97;
902772;COFINS A RECUPERAR;0;70375,04;-64070,91;6304,13;
905734;COFINS RETIDO NA FONTE;3841,60;48,60;0;3890,20;
902770;CSRF RETIDO NA FONTE;2694,20;16,20;0;2710,40;
902765;ICMS A RECUPERAR;242034,04;616584,99;-536642,51;321976,52;
902768;IRRF A RECUPERAR;23723,90;24,30;0;23748,20;
905447;IRRF S/ APLICACOES FINANCEIRAS;6255,82;149,55;0;6405,37;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;15280,11;-13911,45;1368,66;
905733;PIS RETIDO NA FONTE;832,75;10,53;0;843,28;
1.01.07;OUTROS CREDITOS;282118,72;1810,09;0;283928,81;
1.01.07.01;OUTROS CREDITOS;282118,72;1810,09;0;283928,81;
902790;CONSORCIO;282118,72;1810,09;0;283928,81;
1.02;NAO CIRCULANTE;5639720,24;12491,43;0;5652211,67;
1.02.01;REALIZAVEL A LONGO PRAZO;316490,97;10069,61;0;326560,58;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;316490,97;10069,61;0;326560,58;
902801;APLICACOES BANCO BRADESCO FUNDO RISCO;88231,17;69,61;0;88300,78;
906094;BRASILPREV;80000,00;10000,00;0;90000,00;
904246;COTAS DE CAPITAL SICOOB;148259,80;0;0;148259,80;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;7489000,60;2421,82;0;7491422,42;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;7489000,60;2421,82;0;7491422,42;
903016;BENFEITORIAS EM BENS DE TERCEIROS - BSB;567110,28;0;0;567110,28;
905259;COMPUTADORES E PERIFERICOS;285193,32;0;0;285193,32;
902811;FERRAMENTAS;1770350,46;0;0;1770350,46;
902989;MAQUINAS E EQUIPAMENTOS;406450,97;223,00;0;406673,97;
902945;MOVEIS E UTENSILIOS;424475,04;2198,82;0;426673,86;
902869;VEICULOS;4035420,53;0;0;4035420,53;
1.02.08;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
1.02.08.01;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
902812;(-) DEPR. ACUMULADA - BENFEITORIAS TERC - MTZ;-481608,11;0;0;-481608,11;
905260;(-) DEPR. ACUMULADA COMPUTADORES E PERIF.;-164846,47;0;0;-164846,47;
902928;(-) DEPR. ACUMULADA  MOVEIS E UTENSILIOS;-102364,03;0;0;-102364,03;
902829;(-) DEPR. ACUMULADA VEICULOS;-1371455,79;0;0;-1371455,79;
902988;(-) DEPR. ACUMUMULADA MAQUINAS E EQUIPAMENTOS;-154485,74;0;0;-154485,74;
1.02.10;CUSTOS DE AQUISICOES DE INTANGIVEL;108988,81;0;0;108988,81;
1.02.10.01;CUSTOS DE AQUISICOES DE INTANGIVEIL;108988,81;0;0;108988,81;
903014;SOFTWARE ADQUIRIDOS;108988,81;0;0;108988,81;
1.80;CONTAS TEMPORARIAS;0;15049723,99;-15049723,99;0;
1.80.01;CONTAS TEMPORARIAS;0;15049723,99;-15049723,99;0;
15003;COMPRAS DISTRIBUIR;0;7269166,98;-7269166,98;0;
900130;DEVOLUCAO COMPRAS DISTRIBUIR;0;5724,34;-5724,34;0;
900131;DEVOLUCAO VENDAS DISTRIBUIR;0;49006,59;-49006,59;0;
901974;FRETES A DISTRIBUIR;0;20133,69;-20133,69;0;
903383;TRANSFERENCIA ENTRE FILIAIS A DISTRIBUIR;0;1206150,21;-1206150,21;0;
15005;VENDAS DISTRIBUIR;0;6499542,18;-6499542,18;0;
2;PASSIVO;35094657,32;29087377,39;-31070115,43;37077395,36;
2.01;PASSIVO CIRCULANTE;26973682,90;9523584,15;-11502736,21;28952834,96;
2.01.01;FORNECEDORES;21471838,72;6064158,15;-7869191,58;23276872,15;
