SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 10:43:44;
PERÍODO DE: 01/09/2021 A 30/09/2021;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;40635824,88;53432824,75;-52679583,68;41389065,95;
1.01;ATIVO CIRCULANTE;34463525,24;35144410,27;-34444443,80;35163491,71;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2624741,33;16815735,15;-17044297,17;2396179,31;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;7420,53;1239104,66;-1226683,70;19841,49;
129;CAIXA FILIAL (BRASILIA);1249,35;0;0;1249,35;
910046;CAIXA FILIAL (CRISTALINA);1612,54;562,45;-45,00;2129,99;
906982;CAIXA FILIAL (FORMOSA);2230,98;75939,74;-69805,89;8364,83;
86;CAIXA MATRIZ (UNAI);2327,66;1162602,47;-1156832,81;8097,32;
1.01.01.02;BANCOS;726139,49;11170271,98;-11502084,00;394327,47;
902735;BANCO BRADESCO C/C 37277-3 - BSB;3843,35;168099,66;-104,90;171838,11;
902725;BANCO BRADESCO S/A 7777-1;4877,74;3037,11;-188,45;7726,40;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);454320,39;901153,18;-1355473,57;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;9462179,83;-9462179,83;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;26975,66;0;-26171,48;804,18;
905393;BANCO SANTANDER CONTA 13 002899-2;319,50;300,00;-500,04;119,46;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;30207,90;217082,89;-234521,80;12768,99;
902732;SICOOB CREDIUNAI;25875,37;418419,31;-422943,93;21350,75;
1.01.01.04;APLICACOES FINANCEIRAS;1862418,92;3782601,29;-3677995,48;1967024,73;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;-0,34;0;0;-0,34;
902742;APLICACOES BANCO BRASIL C/C 7751-8;1811804,77;3120416,11;-2982190,63;1950030,25;
906141;APLICACOES BANCO SANTANDER  C/C 13 002899-2;104,15;0;0;104,15;
905396;APLICACOES BANCO SANTANDER CONTAMAX;1497,05;0;0;1497,05;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;33,21;0;0;33,21;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;48980,08;662185,18;-695804,85;15360,41;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;617305,67;-617305,67;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;617305,67;-617305,67;0;
1.01.01.07;CREDITOS DE CLIENTES;28762,39;6451,55;-20228,32;14985,62;
902748;CARTAO DE DEBITO/CREDITO;-24893,83;6451,55;-20228,32;-38670,60;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;16768541,49;8117615,64;-6424255,08;18461902,05;
1.01.02.01;CLIENTES;15909755,91;8109486,76;-6412064,48;17607178,19;
1.01.02.02;CREDITOS;181408,64;7872,53;-11934,25;177346,92;
904857;CHEQUES A RECEBER;109738,22;0;0;109738,22;
904647;DEVOLUCOES DE COMPRAS;71670,42;7872,53;-11934,25;67608,70;
1.01.02.06;ADIANTAMENTOS;0;256,35;-256,35;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;256,35;-256,35;0;
902782;SALARIO FAMILIA;0;256,35;-256,35;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;13678490,10;9491367,02;-10293567,06;12876290,06;
1.01.03.01;ESTOQUES MASSEY;10145173,12;8003853,50;-9570023,04;8579003,58;
905208;COLHEITADEIRAS;-1223000,78;0;0;-1223000,78;
905229;EQUIPAMENTOS IND. MASSEY;-160392,56;0;0;-160392,56;
909493;LUBRIFICANTES AGCO;556513,52;173207,83;-256119,85;473601,50;
905223;MASSEY SHOP;66426,53;71836,65;-31495,53;106767,65;
905210;PEÇAS;4425612,60;1167614,47;-862953,18;4730273,89;
905234;PLANTADEIRAS;1946120,56;851263,78;-2767085,02;30299,32;
905209;PULVERIZADORES;160392,56;0;0;160392,56;
905207;TRATORES NOVOS;4373500,69;5739930,77;-5652369,46;4461062,00;
1.01.03.02;ESTOQUE DE USADOS;327936,08;180000,00;-280000,00;227936,08;
905213;MAQUINAS;327936,08;180000,00;-280000,00;227936,08;
1.01.03.03;ESTOQUE OUTRAS MARCAS;3078910,21;1307513,52;-443544,02;3942879,71;
905212;IMPLEMENTOS;967919,88;589320,06;-102249,07;1454990,87;
905216;LUBRIFICANTES;135269,99;9813,44;-17193,58;127889,85;
905211;PEÇAS;1975720,34;708380,02;-324101,37;2359998,99;
1.01.03.04;OUTROS ESTOQUES;126470,69;0;0;126470,69;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;126470,69;0;0;126470,69;
1.01.04;ADIANTAMENTOS;663706,82;62231,89;-26942,43;698996,28;
1.01.04.01;ADIANTAMENTOS;663706,82;62231,89;-26942,43;698996,28;
902047;ADIANTAMENTO DE FORNECEDORES;653439,28;60126,48;-24710,54;688855,22;
902778;ADIANTAMENTO DE SALARIO;10267,54;2105,41;-2231,89;10141,06;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;430643,71;640722,47;-655382,06;415984,12;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;430643,71;640722,47;-655382,06;415984,12;
902772;COFINS A RECUPERAR;28189,50;100617,21;-74070,66;54736,05;
905734;COFINS RETIDO NA FONTE;4081,03;66,40;0;4147,43;
902770;CSRF RETIDO NA FONTE;2774,01;22,13;0;2796,14;
902765;ICMS A RECUPERAR;355525,47;517754,74;-565228,96;308051,25;
902768;IRRF A RECUPERAR;23863,53;33,20;0;23896,73;
905447;IRRF S/ APLICACOES FINANCEIRAS;7687,25;368,56;0;8055,81;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;6120,08;21845,84;-16082,44;11883,48;
905733;PIS RETIDO NA FONTE;884,63;14,39;0;899,02;
1.01.07;OUTROS CREDITOS;297401,79;16738,10;0;314139,89;
1.01.07.01;OUTROS CREDITOS;297401,79;16738,10;0;314139,89;
902790;CONSORCIO;297401,79;16738,10;0;314139,89;
