SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:10:52;
PERÍODO DE: 01/05/2023 A 31/05/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;142146868,42;146879378,33;-138188761,54;150837485,21;
1.01;ATIVO CIRCULANTE;102781595,96;86174640,08;-77717613,08;111238622,96;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2452457,91;26447337,85;-28481277,26;418518,50;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;12138,69;442807,02;-445529,29;9416,42;
129;CAIXA FILIAL (BRASILIA);2249,20;40561,07;-39182,07;3628,20;
910046;CAIXA FILIAL (CRISTALINA);235,61;66895,18;-65737,01;1393,78;
906982;CAIXA FILIAL (FORMOSA);3159,43;85798,58;-88028,18;929,83;
86;CAIXA MATRIZ (UNAI);6494,45;249552,19;-252582,03;3464,61;
1.01.01.02;BANCOS;324654,53;17322048,17;-17518778,63;127924,07;
902735;BANCO BRADESCO C/C 37277-3 - BSB;1719,24;0;-121,90;1597,34;
902725;BANCO BRADESCO S/A 7777-1;-1579,02;88839,86;-184045,79;-96784,95;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);2324,27;2021460,35;-2023784,62;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;14953955,88;-14953955,88;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;23702,67;0;-172,40;23530,27;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;100,00;-113,26;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;105206,37;56000,00;-143562,89;17643,48;
902732;SICOOB CREDIUNAI;13548,16;201692,08;-213021,89;2218,35;
1.01.01.04;APLICACOES FINANCEIRAS;2062008,47;4884227,39;-6718714,07;227521,79;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1283375,90;4146715,62;-5428780,29;1311,23;
905396;APLICACOES BANCO SANTANDER CONTAMAX;0;113,26;0;113,26;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;778632,57;737398,51;-1289933,78;226097,30;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;3798255,27;-3798255,27;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;3798255,27;-3798255,27;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;37748247,71;16319100,58;-11980861,23;42086487,06;
1.01.02.01;CLIENTES;31638176,57;16306545,84;-11889842,89;36054879,52;
1.01.02.02;CREDITOS;5432694,20;12076,18;-90539,78;5354230,60;
904857;CHEQUES A RECEBER;5152028,23;0;-28500,00;5123528,23;
904647;DEVOLUCOES DE COMPRAS;280665,97;12076,18;-62039,78;230702,37;
1.01.02.06;ADIANTAMENTOS;0;478,56;-478,56;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;478,56;-478,56;0;
902782;SALARIO FAMILIA;0;478,56;-478,56;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;59510176,99;39939578,10;-33676455,34;65773299,75;
1.01.03.01;ESTOQUES MASSEY;42439637,24;36023738,36;-27750474,84;50712900,76;
905208;COLHEITADEIRAS;6791905,74;7287540,11;-7287540,11;6791905,74;
909493;LUBRIFICANTES AGCO;595731,73;465700,07;-341004,64;720427,16;
905223;MASSEY SHOP;161301,25;245571,69;-189881,14;216991,80;
905210;PEÇAS;6978838,41;577128,92;-1117825,72;6438141,61;
905234;PLANTADEIRAS;2282248,37;8418911,65;-2666296,71;8034863,31;
905209;PULVERIZADORES;2107968,45;0;0;2107968,45;
905207;TRATORES NOVOS;23521643,29;19028885,92;-16147926,52;26402602,69;
1.01.03.02;ESTOQUE DE USADOS;3789843,87;1480000,00;-2442500,00;2827343,87;
905213;MAQUINAS;3789843,87;1480000,00;-2442500,00;2827343,87;
1.01.03.03;ESTOQUE OUTRAS MARCAS;13111717,25;2435839,74;-3481640,45;12065916,54;
905212;IMPLEMENTOS;9208942,14;2164006,00;-2879014,79;8493933,35;
905216;LUBRIFICANTES;509729,40;225,14;-52981,84;456972,70;
905211;PEÇAS;3110451,68;215444,37;-462213,20;2863682,85;
905219;PNEUS;282594,03;56164,23;-87430,62;251327,64;
1.01.03.04;OUTROS ESTOQUES;168978,63;0;-1840,05;167138,58;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;168978,63;0;-1840,05;167138,58;
1.01.04;ADIANTAMENTOS;1464700,59;211623,78;-607320,08;1069004,29;
1.01.04.01;ADIANTAMENTOS;1464700,59;211623,78;-607320,08;1069004,29;
902047;ADIANTAMENTO DE FORNECEDORES;1457604,85;208705,19;-603901,49;1062408,55;
902778;ADIANTAMENTO DE SALARIO;7095,74;2918,59;-3418,59;6595,74;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1570617,46;3254639,77;-2936303,87;1888953,36;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1570617,46;3254639,77;-2936303,87;1888953,36;
902772;COFINS A RECUPERAR;0;65094,27;-65094,27;0;
905734;COFINS RETIDO NA FONTE;5391,59;52,18;0;5443,77;
902770;CSRF RETIDO NA FONTE;3112,56;17,39;0;3129,95;
902765;ICMS A RECUPERAR;1510873,44;3174890,73;-2857077,30;1828686,87;
902768;IRRF A RECUPERAR;27150,39;26,09;0;27176,48;
905447;IRRF S/ APLICACOES FINANCEIRAS;21402,65;415,50;0;21818,15;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;14132,30;-14132,30;0;
905733;PIS RETIDO NA FONTE;1168,62;11,31;0;1179,93;
1.01.06;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;-35395,30;0;
1.01.06.01;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;-35395,30;0;
912462;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;-35395,30;0;
1.01.07;OUTROS CREDITOS;0;2360,00;0;2360,00;
1.01.07.01;OUTROS CREDITOS;0;2360,00;0;2360,00;
902790;CONSORCIO;0;2360,00;0;2360,00;
1.02;NAO CIRCULANTE;39428731,30;233589,79;0;39662321,09;
1.02.01;REALIZAVEL A LONGO PRAZO;268259,80;90000,00;0;358259,80;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;268259,80;90000,00;0;358259,80;
906094;BRASILPREV;120000,00;0;0;120000,00;
904246;COTAS DE CAPITAL SICOOB;148259,80;0;0;148259,80;
913060;TITULO DE CAPITALIZACAO CAIXA ECONOMICA FEDERAL;0;90000,00;0;90000,00;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;41326242,83;143589,79;0;41469832,62;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;41326242,83;143589,79;0;41469832,62;
903016;BENFEITORIAS EM BENS DE TERCEIROS - BSB;567110,28;0;0;567110,28;
905259;COMPUTADORES E PERIFERICOS;516148,83;8819,24;0;524968,07;
902811;FERRAMENTAS;1770350,46;0;0;1770350,46;
902989;MAQUINAS E EQUIPAMENTOS;1638371,28;51475,93;0;1689847,21;
902945;MOVEIS E UTENSILIOS;1027556,32;83294,62;0;1110850,94;
902869;VEICULOS;35806705,66;0;0;35806705,66;
