SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 19/09/2025 HORA: 10:08:09;
PERÍODO DE: 01/03/2025 A 31/03/2025;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;164720469,36;62612679,90;-66808869,65;160524279,61;
1.01;ATIVO CIRCULANTE;120576662,84;45918296,74;-50094564,89;116400394,69;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;518764,47;28593576,87;-28354079,30;758262,04;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;7058,20;250226,53;-230957,09;26327,64;
129;CAIXA FILIAL (BRASILIA);612,88;26873,13;-26064,64;1421,37;
910046;CAIXA FILIAL (CRISTALINA);914,05;54846,05;-50953,76;4806,34;
906982;CAIXA FILIAL (FORMOSA);1487,70;98395,61;-97733,86;2149,45;
86;CAIXA MATRIZ (UNAI);4043,57;70111,74;-56204,83;17950,48;
1.01.01.02;BANCOS;14451,77;20304031,33;-20254086,58;64396,52;
902735;BANCO BRADESCO C/C 37277-3 - BSB;726,39;0,17;-171,70;554,86;
902725;BANCO BRADESCO S/A 7777-1;2958,85;258772,89;-259763,58;1968,16;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);1831,25;3497872,11;-3499703,36;0;
1522;BANCO DO BRASIL S/A 4699-X;0;15972342,21;-15972342,21;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;1,00;251,40;-251,40;1,00;
905393;BANCO SANTANDER CONTA 13 002899-2;0;16,00;-16,00;0;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;8435,05;142000,00;-141887,26;8547,79;
902732;SICOOB CREDIUNAI;499,23;432776,55;-379951,07;53324,71;
1.01.01.04;APLICACOES FINANCEIRAS;497254,50;6735359,28;-6565075,90;667537,88;
902745;APLICACOES BANCO BRADESCO S/A 7777-1 - UNAÍ;0;6,73;-6,73;0;
911836;APLICACOES BANCO BRASIL RENDE FACIL;92484,77;5115106,20;-4681679,01;525911,96;
911157;APLICACOES BANCO ITAU;446,60;0,02;-251,40;195,22;
905396;APLICACOES BANCO SANTANDER CONTAMAX;140,87;0;-16,00;124,87;
902744;APLICACOES BCO BRADESCO S/A 37277-3 - BSB;0;0,21;-0,21;0;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;404182,26;1620246,12;-1883122,55;141305,83;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;1303959,73;-1303959,73;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;1303959,73;-1303959,73;0;
1.01.02;CREDITOS - EXCLUIR;51793674,76;8732020,86;-13125673,03;47400022,59;
1.01.02.01;CLIENTES;51668924,54;8354076,77;-12744943,00;47278058,31;
1.01.02.02;CREDITOS;124750,22;373487,83;-376273,77;121964,28;
903091;(-) CHEQUES A COMPENSAR;-620014,60;316000,00;0;-304014,60;
904857;CHEQUES A RECEBER;620014,60;0;-316000,00;304014,60;
904647;DEVOLUCOES DE COMPRAS;124750,22;57487,83;-60273,77;121964,28;
1.01.02.06;ADIANTAMENTOS;0;4456,26;-4456,26;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;4456,26;-4456,26;0;
902782;SALARIO FAMILIA;0;325,00;-325,00;0;
902783;SALARIO MATERNIDADE;0;4131,26;-4131,26;0;
1.01.03;ESTOQUES;66235864,87;8037482,06;-8040413,90;66232933,03;
1.01.03.01;ESTOQUES MASSEY;49636024,33;5896216,21;-6653642,65;48878597,89;
905208;COLHEITADEIRAS;6963204,04;0;0;6963204,04;
909493;LUBRIFICANTES AGCO;461003,42;161340,87;-157377,54;464966,75;
905223;MASSEY SHOP;81563,17;16,32;-6597,79;74981,70;
905210;PEÇAS;8444164,56;2179132,60;-1361172,42;9262124,74;
905234;PLANTADEIRAS;12103520,45;0;0;12103520,45;
913935;PLATAFORMAS;1855282,78;0;0;1855282,78;
905209;PULVERIZADORES;7349605,64;0;-417838,00;6931767,64;
905207;TRATORES NOVOS;12377680,27;3555726,42;-4710656,90;11222749,79;
1.01.03.02;ESTOQUE DE USADOS;10326073,68;600000,00;0;10926073,68;
905213;MAQUINAS;10326073,68;600000,00;0;10926073,68;
1.01.03.03;ESTOQUE OUTRAS MARCAS;6273766,86;1392074,85;-1386771,25;6279070,46;
905212;IMPLEMENTOS;3113526,00;838749,31;-972047,14;2980228,17;
905216;LUBRIFICANTES;156011,52;15136,95;-25587,18;145561,29;
905211;PEÇAS;2865549,63;470162,21;-342211,46;2993500,38;
905219;PNEUS;138679,71;68026,38;-46925,47;159780,62;
1.01.03.04;OUTROS ESTOQUES;0;149191,00;0;149191,00;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;0;149191,00;0;149191,00;
1.01.04;ADIANTAMENTOS;455771,62;48503,37;-47441,24;456833,75;
1.01.04.01;ADIANTAMENTOS;455771,62;48503,37;-47441,24;456833,75;
902047;ADIANTAMENTO DE FORNECEDORES;442487,45;46694,37;-44206,56;444975,26;
902778;ADIANTAMENTO DE SALARIO;13284,17;1809,00;-2284,17;12809,00;
915827;EMPRESTIMOS A FUNCIONARIO;0;0;-950,51;-950,51;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1484524,79;500391,81;-523371,72;1461544,88;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1484524,79;500391,81;-523371,72;1461544,88;
