SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:04:27;
PERÍODO DE: 01/08/2022 A 31/08/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;73516906,27;161143538,89;-157101304,31;77559140,85;
1.01;ATIVO CIRCULANTE;65962362,72;107029623,75;-103086320,32;69905666,15;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;4824139,91;52241969,06;-51820044,89;5246064,08;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;14998,57;661165,28;-517725,16;158438,69;
910046;CAIXA FILIAL (CRISTALINA);1258,68;39180,35;-33890,67;6548,36;
906982;CAIXA FILIAL (FORMOSA);3623,41;106362,45;-109199,88;785,98;
86;CAIXA MATRIZ (UNAI);10116,48;515622,48;-374634,61;151104,35;
1.01.01.02;BANCOS;394355,29;35839051,56;-35833358,65;400048,20;
902735;BANCO BRADESCO C/C 37277-3 - BSB;252,24;0;-117,20;135,04;
902725;BANCO BRADESCO S/A 7777-1;1023,12;80282,28;-76239,25;5066,15;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);210419,79;968306,23;-968306,23;210419,79;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;1951,73;34663305,25;-34661486,10;3770,88;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;445,86;0;-172,40;273,46;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;20,39;0,01;0;20,40;
902732;SICOOB CREDIUNAI;509,32;127157,79;-127037,47;629,64;
1.01.01.04;APLICACOES FINANCEIRAS;4372453,16;15736153,22;-15463362,08;4645244,30;
911836;APLICACOES BANCO BRASIL RENDE FACIL;3922455,40;15406194,84;-14820752,24;4507898,00;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;449997,76;329958,38;-642609,84;137346,30;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;20,00;-20,00;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;20,00;-20,00;0;
1.01.01.07;CREDITOS DE CLIENTES;42332,89;5579,00;-5579,00;42332,89;
902748;CARTAO DE DEBITO/CREDITO;-11323,33;5579,00;-5579,00;-11323,33;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;34808817,24;21925490,11;-20282317,31;36451990,04;
1.01.02.01;CLIENTES;28842642,49;21905133,48;-20215928,89;30531847,08;
1.01.02.02;CREDITOS;5288797,81;20096,14;-66127,93;5242766,02;
904857;CHEQUES A RECEBER;5177528,23;0;-25500,00;5152028,23;
904647;DEVOLUCOES DE COMPRAS;111269,58;20096,14;-40627,93;90737,79;
1.01.02.06;ADIANTAMENTOS;0;260,49;-260,49;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;260,49;-260,49;0;
902782;SALARIO FAMILIA;0;260,49;-260,49;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;25085938,32;30444919,04;-29075530,35;26455327,01;
1.01.03.01;ESTOQUES MASSEY;17239210,20;25405257,48;-24493182,07;18151285,61;
905208;COLHEITADEIRAS;1500000,00;7709025,48;-7566832,89;1642192,59;
909493;LUBRIFICANTES AGCO;865746,07;43787,70;-179211,02;730322,75;
905223;MASSEY SHOP;125840,00;37180,87;-40549,38;122471,49;
905210;PEÇAS;6146015,82;997972,42;-1147592,22;5996396,02;
905234;PLANTADEIRAS;1707259,88;2261796,11;-3580996,58;388059,41;
905209;PULVERIZADORES;980198,38;10931667,20;-8475746,58;3436119,00;
905207;TRATORES NOVOS;5914150,05;3423827,70;-3502253,40;5835724,35;
1.01.03.02;ESTOQUE DE USADOS;610000,00;500000,00;-1065000,00;45000,00;
905213;MAQUINAS;610000,00;500000,00;-1065000,00;45000,00;
1.01.03.03;ESTOQUE OUTRAS MARCAS;7046939,61;4262506,96;-3204635,98;8104810,59;
905212;IMPLEMENTOS;3656981,62;3687627,84;-2722970,32;4621639,14;
905216;LUBRIFICANTES;373627,02;37645,40;-22301,74;388970,68;
905211;PEÇAS;3016330,97;537173,72;-459363,92;3094140,77;
905219;PNEUS;0;60,00;0;60,00;
1.01.03.04;OUTROS ESTOQUES;189788,51;277154,60;-312712,30;154230,81;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;189788,51;277154,60;-312712,30;154230,81;
1.01.04;ADIANTAMENTOS;478348,84;746891,25;-310957,31;914282,78;
