SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:08:39;
PERÍODO DE: 01/02/2023 A 28/02/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;130844049,74;100242786,68;-93045651,04;138041185,38;
1.01;ATIVO CIRCULANTE;91653241,91;63561175,72;-56371616,64;98842800,99;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2639974,91;25218230,19;-26308416,39;1549788,71;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;6253,14;2110904,33;-2103384,63;13772,84;
129;CAIXA FILIAL (BRASILIA);2290,00;27322,00;-27943,80;1668,20;
910046;CAIXA FILIAL (CRISTALINA);208,69;35596,69;-33163,10;2642,28;
906982;CAIXA FILIAL (FORMOSA);483,89;115412,53;-114727,13;1169,29;
86;CAIXA MATRIZ (UNAI);3270,56;1932573,11;-1927550,60;8293,07;
1.01.01.02;BANCOS;493796,18;17928497,15;-18164834,13;257459,20;
902735;BANCO BRADESCO C/C 37277-3 - BSB;2084,94;0;-121,90;1963,04;
902725;BANCO BRADESCO S/A 7777-1;13611,69;58862,43;-67374,80;5099,32;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);71169,41;1815483,27;-1886652,68;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;15990346,45;-15990346,46;-0,01;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;947,60;58000,00;-174,90;58772,70;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;5579,87;0;-141,50;5438,37;
902732;SICOOB CREDIUNAI;220669,83;5805,00;-220021,89;6452,94;
1.01.01.04;APLICACOES FINANCEIRAS;2086269,37;5110304,02;-5971672,94;1224900,45;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1657947,07;4306097,22;-4883624,68;1080419,61;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;428322,30;804206,80;-1088048,26;144480,84;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;68524,69;-68524,69;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;68524,69;-68524,69;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;33154733,44;10442715,24;-10828488,80;32768959,88;
1.01.02.01;CLIENTES;27200712,98;10413703,81;-10824401,56;26790015,23;
1.01.02.02;CREDITOS;5276643,52;24924,19;0;5301567,71;
904857;CHEQUES A RECEBER;5152028,23;0;0;5152028,23;
904647;DEVOLUCOES DE COMPRAS;124615,29;24924,19;0;149539,48;
1.01.02.06;ADIANTAMENTOS;0;4087,24;-4087,24;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;4087,24;-4087,24;0;
902782;SALARIO FAMILIA;0;220,05;-220,05;0;
902783;SALARIO MATERNIDADE;0;3867,19;-3867,19;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;51088675,49;26556607,07;-17990098,91;59655183,65;
1.01.03.01;ESTOQUES MASSEY;36038954,76;20084620,43;-15299709,06;40823866,13;
905208;COLHEITADEIRAS;6903243,53;3668668,30;-3668668,30;6903243,53;
909493;LUBRIFICANTES AGCO;1027927,20;87673,22;-236715,10;878885,32;
905223;MASSEY SHOP;191055,84;972,24;-8402,71;183625,37;
905210;PEÇAS;7086299,41;1255826,69;-1109399,14;7232726,96;
905234;PLANTADEIRAS;7118892,98;2254554,09;-913859,20;8459587,87;
905209;PULVERIZADORES;2107968,45;0;0;2107968,45;
905207;TRATORES NOVOS;11603567,35;12816925,89;-9362664,61;15057828,63;
1.01.03.02;ESTOQUE DE USADOS;3943300,00;2100000,00;-135800,00;5907500,00;
905213;MAQUINAS;3927500,00;2100000,00;-120000,00;5907500,00;
909490;PEÇAS;15800,00;0;-15800,00;0;
1.01.03.03;ESTOQUE OUTRAS MARCAS;10853675,17;4363145,87;-2466893,61;12749927,43;
905212;IMPLEMENTOS;6760108,10;3854574,89;-1922215,10;8692467,89;
905216;LUBRIFICANTES;521658,71;7306,85;-34838,81;494126,75;
905211;PEÇAS;3350050,38;419325,35;-450149,73;3319226,00;
905219;PNEUS;221857,98;81938,78;-59689,97;244106,79;
1.01.03.04;OUTROS ESTOQUES;252745,56;8840,77;-87696,24;173890,09;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;252745,56;8840,77;-87696,24;173890,09;
1.01.04;ADIANTAMENTOS;3326367,48;92553,41;-140652,80;3278268,09;
1.01.04.01;ADIANTAMENTOS;3326367,48;92553,41;-140652,80;3278268,09;
902047;ADIANTAMENTO DE FORNECEDORES;3296550,06;92081,41;-133606,33;3255025,14;
902778;ADIANTAMENTO DE SALARIO;29817,42;472,00;-7046,47;23242,95;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1408095,29;1251069,81;-1103959,74;1555205,36;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1408095,29;1251069,81;-1103959,74;1555205,36;
902772;COFINS A RECUPERAR;0;65513,93;-65513,93;0;
905734;COFINS RETIDO NA FONTE;5257,27;59,77;0;5317,04;
902770;CSRF RETIDO NA FONTE;3067,79;19,92;0;3087,71;
902765;ICMS A RECUPERAR;1351389,50;1169650,86;-1024222,23;1496818,13;
902768;IRRF A RECUPERAR;26731,62;52,37;0;26783,99;
905447;IRRF S/ APLICACOES FINANCEIRAS;18991,39;1536,43;0;20527,82;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;14223,58;-14223,58;0;
