SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:06:38;
PERÍODO DE: 01/11/2022 A 30/11/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;79845292,31;181234492,12;-137944420,39;123135364,04;
1.01;ATIVO CIRCULANTE;72095529,50;138968874,06;-95745812,33;115318591,23;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1802626,60;62961268,87;-63467370,15;1296525,32;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;6930,45;529746,37;-530806,17;5870,65;
129;CAIXA FILIAL (BRASILIA);0;609,50;-94,50;515,00;
910046;CAIXA FILIAL (CRISTALINA);687,59;31313,95;-30892,05;1109,49;
906982;CAIXA FILIAL (FORMOSA);2602,23;146458,38;-148098,11;962,50;
86;CAIXA MATRIZ (UNAI);3640,63;351364,54;-351721,51;3283,66;
1.01.01.02;BANCOS;240472,48;54887860,30;-54917357,09;210975,69;
902735;BANCO BRADESCO C/C 37277-3 - BSB;50,64;400,00;-121,90;328,74;
902725;BANCO BRADESCO S/A 7777-1;18764,64;90004,70;-104479,17;4290,17;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);4416,10;3971847,91;-3950263,91;26000,10;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;50817417,34;-50817417,34;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;-52,40;300,00;-52,88;194,72;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;49,00;0;0;49,00;
902732;SICOOB CREDIUNAI;37511,66;7890,35;-45021,89;380,12;
1.01.01.04;APLICACOES FINANCEIRAS;1501567,45;7543662,20;-8019206,89;1026022,76;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1243720,30;5088327,45;-5621419,86;710627,89;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;257847,15;2455334,75;-2397787,03;315394,87;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;28199747,18;14736285,93;-14845457,82;28090575,29;
1.01.02.01;CLIENTES;22282749,03;14676577,90;-14838726,35;22120600,58;
1.01.02.02;CREDITOS;5239621,21;54167,29;-1190,73;5292597,77;
904857;CHEQUES A RECEBER;5152028,23;0;0;5152028,23;
904647;DEVOLUCOES DE COMPRAS;87592,98;54167,29;-1190,73;140569,54;
1.01.02.06;ADIANTAMENTOS;0;5540,74;-5540,74;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;5540,74;-5540,74;0;
902782;SALARIO FAMILIA;0;267,29;-267,29;0;
902783;SALARIO MATERNIDADE;0;5273,45;-5273,45;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;39819157,84;25959685,41;-15966982,99;49811860,26;
1.01.03.01;ESTOQUES MASSEY;24687772,56;22402528,77;-14520320,58;32569980,75;
905208;COLHEITADEIRAS;3369552,96;2879069,85;-1728600,90;4520021,91;
909493;LUBRIFICANTES AGCO;903704,24;229678,08;-261608,06;871774,26;
905223;MASSEY SHOP;223457,19;12519,80;-23765,34;212211,65;
905210;PEÇAS;6687854,75;1397805,67;-1044077,21;7041583,21;
905234;PLANTADEIRAS;3589282,08;3359192,71;-360843,88;6587630,91;
905209;PULVERIZADORES;3436119,00;1328150,55;-2656301,10;2107968,45;
905207;TRATORES NOVOS;6477802,34;13196112,11;-8445124,09;11228790,36;
1.01.03.02;ESTOQUE DE USADOS;5737500,00;620000,00;0;6357500,00;
905213;MAQUINAS;5737500,00;600000,00;0;6337500,00;
909490;PEÇAS;0;20000,00;0;20000,00;
1.01.03.03;ESTOQUE OUTRAS MARCAS;9216302,43;2921816,81;-1415839,06;10722280,18;
905212;IMPLEMENTOS;5570620,98;2341430,38;-951177,82;6960873,54;
905216;LUBRIFICANTES;431517,56;25860,12;-54278,51;403099,17;
905211;PEÇAS;3188203,89;507870,18;-400326,60;3295747,47;
905219;PNEUS;25960,00;46656,13;-10056,13;62560,00;
1.01.03.04;OUTROS ESTOQUES;177582,85;15339,83;-30823,35;162099,33;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;177582,85;15339,83;-30823,35;162099,33;
1.01.04;ADIANTAMENTOS;1329998,97;33566750,74;-278241,69;34618508,02;
1.01.04.01;ADIANTAMENTOS;1329998,97;33566750,74;-278241,69;34618508,02;
902047;ADIANTAMENTO DE FORNECEDORES;1303888,19;33565550,74;-274728,53;34594710,40;
902778;ADIANTAMENTO DE SALARIO;26110,78;1200,00;-3513,16;23797,62;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;892301,42;1744883,11;-1187759,68;1449424,85;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;892301,42;1744883,11;-1187759,68;1449424,85;
902772;COFINS A RECUPERAR;0;74649,26;-74649,26;0;
905734;COFINS RETIDO NA FONTE;5111,80;0;0;5111,80;
902770;CSRF RETIDO NA FONTE;3019,30;0;0;3019,30;
902765;ICMS A RECUPERAR;837886,18;1652250,09;-1096903,51;1393232,76;
902768;IRRF A RECUPERAR;25357,64;1301,25;0;26658,89;
905447;IRRF S/ APLICACOES FINANCEIRAS;18300,30;475,60;0;18775,90;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;16206,91;-16206,91;0;
905733;PIS RETIDO NA FONTE;1107,99;0;0;1107,99;
1.01.06;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;0;35395,30;
1.01.06.01;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;0;35395,30;
912462;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;0;35395,30;
1.01.07;OUTROS CREDITOS;16302,19;0;0;16302,19;
1.01.07.01;OUTROS CREDITOS;16302,19;0;0;16302,19;
902790;CONSORCIO;16302,19;0;0;16302,19;
1.02;NAO CIRCULANTE;7749762,81;67010,00;0;7816772,81;
1.02.01;REALIZAVEL A LONGO PRAZO;268259,80;0;0;268259,80;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;268259,80;0;0;268259,80;
906094;BRASILPREV;120000,00;0;0;120000,00;
904246;COTAS DE CAPITAL SICOOB;148259,80;0;0;148259,80;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;9647274,34;67010,00;0;9714284,34;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;9647274,34;67010,00;0;9714284,34;
903016;BENFEITORIAS EM BENS DE TERCEIROS - BSB;567110,28;0;0;567110,28;
905259;COMPUTADORES E PERIFERICOS;463382,32;0;0;463382,32;
902811;FERRAMENTAS;1770350,46;0;0;1770350,46;
902989;MAQUINAS E EQUIPAMENTOS;1393794,88;27540,00;0;1421334,88;
902945;MOVEIS E UTENSILIOS;858215,87;39470,00;0;897685,87;
902869;VEICULOS;4594420,53;0;0;4594420,53;
1.02.08;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
1.02.08.01;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
